lon,lat,dem,slope,temp,humidity,pressure,wind_speed,precip,Reff,pore_h,Fs,fs_score,slope_score,precip_score,elev_score,CRI,cluster_id,landslide_prob,risk_level
102.929166666667,34.1621666666667,2946.0,36.60152817,-11.108692307692309,65.73543956043956,800.0,4.374033149171271,22.738320000000027,5.002430400000006,0.10004860779177102,1.1037555733807467,0.4924894181992598,0.8867176056666667,0.3184580000000007,0.6,0.5723667686963707,0,0.4924894181992598,高风险(橙色预警)
102.941166666667,34.1561666666667,2956.0,36.37078094,-11.168692307692309,65.73543956043956,800.0,4.374033149171271,22.78085333333336,5.01178773333334,0.10023575445011476,1.108689197461892,0.48262859959625004,0.8790260313333335,0.31952133333333405,0.6,0.5667122143385002,0,0.48262859959625004,高风险(橙色预警)
103.184166666667,32.1071666666666,2304.0,35.29874039,0.028392228321322932,65.51096407206478,805.9435145916007,1.6281457133001427,17.084821986312804,17.07948614847949,0.34061086302581334,1.0815294739321912,0.5368739835223424,0.8432913463333332,0.1771205496578201,0.6,0.5509965399238343,0,0.5368739835223424,高风险(橙色预警)
103.211166666667,32.1071666666666,2283.0,34.48583984,0.172786146909937,65.72505743788028,807.2795351903405,1.6628616148425865,16.905171624155372,16.873040850009694,0.3365606406469832,1.1006886514847638,0.4986227005140533,0.8161946613333332,0.1726292906038843,0.6,0.5280236036597314,0,0.4986227005140533,高风险(橙色预警)
103.190166666667,32.1041666666666,2307.0,35.04826736,0.020286440837185893,65.55922652352504,806.2555502438763,1.6351468868424504,17.0710106565643,17.067201246039428,0.34036998270446933,1.0870832554367897,0.5258105263469509,0.8349422453333333,0.1767752664141075,0.6,0.5444148251549352,0,0.5258105263469509,高风险(橙色预警)
103.214166666667,32.1041666666666,2310.0,35.55834198,0.15292739441977332,66.25277365517258,810.5476134124187,1.650035220472356,16.994636556747757,16.966048156382676,0.33838593441399456,1.0764149572691792,0.5470306428729809,0.8519447326666667,0.17486591391869394,0.6,0.5567716230995978,0,0.5470306428729809,高风险(橙色预警)
103.211166666667,32.0921666666666,2313.0,35.52087402,0.1597469906328559,66.23451468558312,810.4950395269369,1.6442983719457287,17.004952574083585,16.97507118408838,0.33856296209679826,1.0771770956828595,0.545519423461786,0.8506958006666667,0.17512381435208962,0.6,0.5559064824217991,0,0.545519423461786,高风险(橙色预警)
103.181166666667,32.0891666666666,2332.0,34.48981476,0.0014501162279643154,65.90938671038873,808.4707395221633,1.6091133580390866,17.187895393473923,17.187621224567543,0.3427304046359588,1.0992345782806525,0.5015308386553751,0.8163271586666667,0.17969738483684808,0.6,0.5306336020961864,0,0.5015308386553751,高风险(橙色预警)
103.196166666667,32.0861666666666,2261.0,35.98575974,0.45933244527089023,66.0790689879006,809.5413415376014,1.6260214213610067,16.86989130544694,16.784653532774303,0.33482512488586136,1.0682047828343046,0.5632497803292243,0.8661919913333332,0.17174728263617353,0.6,0.5661973664922578,0,0.5632497803292243,高风险(橙色预警)
103.217166666667,32.0861666666666,2297.0,36.37324905,0.2819504803415338,66.30893734521167,810.9992668336337,1.6504529329930964,16.9162630550268,16.863798021593364,0.33637919488315426,1.0600213956635853,0.579282537285096,0.8791083016666666,0.17290657637567,0.6,0.576071405605839,0,0.579282537285096,高风险(橙色预警)
103.205166666667,32.0771666666666,2239.0,36.01584244,0.6293720402725533,66.19441772104864,810.309620288392,1.6355676680313587,16.74472654393082,16.628801254134466,0.331762838021275,1.0682241158897186,0.5632117325867447,0.867194748,0.1686181635982705,0.6,0.565807012754352,21,0.5632117325867447,高风险(橙色预警)
103.208166666667,32.0771666666666,2220.0,37.97224045,0.7493362306049445,66.22757819271476,810.5211434052634,1.6390398697743171,16.664099025665724,16.526741881012207,0.32975610485937007,1.031409360124385,0.6338397583263747,0.932408015,0.1666024756416431,0.6,0.6099584022088785,21,0.6338397583263747,极高风险(红橙预警)
