区站号,平均气温,最高气温,最低气温,平均相对湿度,最小相对湿度,平均气压,最高本站气压,最低本站气压,平均2分钟风速,极大风速,20-20时降水量,日,月,年,纬度,经度,测站高度,站名,省名,地市名,区县名,Unnamed: 23
56371,13.3,22.2,7.9,52,20,859.4,862.6,855.3,1.7,8.5,0,23,11,2023,29.8878,102.2131,1403.2,泸定,四川省,甘孜藏族自治州,泸定县,
56487,8.5,15,5.4,75.3,51,809,811.2,806.6,1.2,4.5,0.1,23,11,2023,28.335,103.1342,1946.6,美姑,四川省,凉山彝族自治州,美姑县,
56499,14.5,20,11.4,84,56,960.8,964.8,956.9,1.3,5,0,23,11,2023,28.4453,104.7128,508,珙县,四川省,宜宾市,珙县,
56569,14.7,22.3,10,71.3,41,864.5,867.6,861.4,1.1,5.2,0.9,23,11,2023,27.4131,102.1842,1379.2,德昌,四川省,凉山彝族自治州,德昌县,
57206,13,20.6,7,71.5,28,956.9,959.5,953,1.4,6.5,0,23,11,2023,32.4244,105.8997,545.4,广元,四川省,广元市,利州区,
57324,13.1,20.3,9.9,88,57,977.6,979.9,974.3,1.2,3.7,0,23,11,2023,31.5833,107.0881,365.9,平昌,四川省,巴中市,平昌县,
57401,13,19.6,9.4,82.8,48,975.2,978.1,971.5,1.6,3.9,0,23,11,2023,30.8775,105.3669,383.2,射洪站,四川省,遂宁市,射洪市,
57415,13.4,18.1,9.1,88.3,70,976.3,979,972.9,1.4,5.5,0,23,11,2023,30.5219,106.6403,372.3,广安,四川省,广安市,广安区,
56592,14.9,20.8,11.1,82.3,54,975.7,980,971.5,0.9,5.6,0,23,11,2023,28.4406,104.5036,376.4,高县,四川省,宜宾市,高县,
57328,13.8,19.9,10.3,90.3,63,979.8,982,976.5,1.3,5.2,0,23,11,2023,31.2075,107.5067,344.9,达川,四川省,达州市,达川区,
57411,13.9,19.2,10.2,87.5,59,979.2,982,975.8,1.6,5.4,0,23,11,2023,30.7456,106.1319,347,高坪,四川省,南充市,高坪区,
57414,14,18.3,10.2,85,67,972.6,975.4,969.5,1.7,4.9,0,23,11,2023,30.5178,106.4544,403.3,岳池,四川省,广安市,岳池县,
57417,14.7,18.5,11.1,85.8,70,982.7,985.8,979.4,1.5,3.8,0,23,11,2023,30.3514,106.2936,316,武胜,四川省,广安市,武胜县,
57508,14.6,20.3,11,87.8,60,984.2,988.1,980.3,0.9,3.3,0,23,11,2023,29.16,105.3814,301.8,泸县,四川省,泸州市,泸县,
57603,14.2,19.8,10.9,91.8,68,986.4,990.6,982.6,0.9,3,0,23,11,2023,28.8111,105.8272,282.7,合江,四川省,泸州市,合江县,
56279,10.8,14.8,7.8,96,75,935.1,938.9,930.9,1.1,3.3,0,23,11,2023,30.1614,102.9425,744,芦山,四川省,雅安市,芦山县,
56172,1.1,15.2,-6.3,42.5,11,741.5,745.5,736.9,1.1,3.4,0,23,11,2023,31.8989,102.2286,2686.8,马尔康,四川省,阿坝藏族羌族自治州,马尔康市,
56385,5.6,12.1,2.9,56.5,31,705.8,707.6,704.7,2.8,13.8,0,23,11,2023,29.5214,103.3356,3069.9,峨眉山气象站,四川省,乐山市,峨眉山市,
56675,12.4,22.3,6.6,73.8,33,831.9,834.4,829.6,0.8,4.6,0,23,11,2023,26.6456,102.5775,1702.8,会东,四川省,凉山彝族自治州,会东县,
57237,13.3,21.6,8.8,78.8,39,942.7,945,939.8,1.5,6.2,0,23,11,2023,32.0744,108.0317,672.2,万源,四川省,达州市,万源市,
56152,-7.5,5.3,-15.7,44.3,8,637.8,639.9,635.4,2,9.3,0,23,11,2023,32.275,100.3339,3898.7,色达,四川省,甘孜藏族自治州,色达县,
56167,0,12.3,-8.2,30.3,7,712.6,716.9,708.2,1.4,4.1,0,23,11,2023,30.9714,101.1186,3008.6,道孚,四川省,甘孜藏族自治州,道孚县,
56185,4.1,16.6,-3.2,33.8,8,765.6,769.6,760.5,1.2,6.8,0,23,11,2023,32.08,102.98,2399.4,黑水,四川省,阿坝藏族羌族自治州,黑水县,
56178,4.4,12.3,-2.3,35.5,11,765.8,770.3,760.7,1.8,5,0,23,11,2023,30.9958,102.3561,2438,小金,四川省,阿坝藏族羌族自治州,小金县,
56267,4.7,15.7,-1.2,44.3,8,745.2,749.3,740.9,1.6,5.9,0,23,11,2023,30.0325,101.0189,2635.6,雅江,四川省,甘孜藏族自治州,雅江县,
56278,10.7,14.5,6.9,93.5,74,926.6,930.3,922.7,0.8,2.6,0,23,11,2023,30.0672,102.7769,818.5,天全,四川省,雅安市,天全县,
56286,12.2,19.6,8.3,86,51,961.3,964.8,957.5,1.4,4.6,0,23,11,2023,30.6136,104.2631,505.4,龙泉驿,四川省,成都市,龙泉驿区,
56357,1.2,7.7,-3,54.3,14,650.5,652.7,648.6,1.2,6.7,0,23,11,2023,29.0425,100.2983,3742.3,稻城,四川省,甘孜藏族自治州,稻城县,
56373,11.4,14.8,8.4,88.3,69,929.1,933,925.2,0.7,3.1,0,23,11,2023,29.7875,102.8444,797.5,荥经,四川省,雅安市,荥经县,
56479,8.5,13.3,5.2,84.3,61,798,800.4,796.1,0.9,3.9,0,23,11,2023,28.0044,102.8419,2061,昭觉,四川省,凉山彝族自治州,昭觉县,
56571,13.3,19.7,10,76,45,843.3,846,840.3,1,6.7,3.3,23,11,2023,27.9036,102.2678,1589.6,西昌,四川省,凉山彝族自治州,西昌市,
57307,12.9,18.8,8.9,83.5,46,966.6,969.4,962.8,1.9,5.5,0,23,11,2023,31.0975,105.0772,459.9,三台,四川省,绵阳市,三台县,
57315,13.6,17.9,10.7,86.8,56,944.4,946.7,941.3,2.2,7.2,0,23,11,2023,31.5233,106.4025,655.7,仪陇,四川省,南充市,仪陇县,
56281,13,17.8,8.8,85,59,953.1,956.6,949.3,1.5,3.8,0,23,11,2023,30.2003,103.4892,578.4,蒲江,四川省,成都市,蒲江县,
56384,13.6,17.6,10.4,91.3,68,970.5,974.4,966.5,0.7,2.8,0,23,11,2023,29.595,103.5906,423.5,峨眉,四川省,乐山市,峨眉山市,
56399,15.8,20.6,12.3,79.8,57,983.8,987.7,979.9,0.9,2.6,0,23,11,2023,29.1839,104.9942,306.4,富顺,四川省,自贡市,富顺县,
57204,10.1,18.9,5.2,77.5,32,931,934.5,926.4,1.4,4.8,0,23,11,2023,32.5739,105.2233,782.9,青川,四川省,广元市,青川县,
57308,12.3,18.6,8.5,82,51,971,973.6,967.3,2,5.5,0,23,11,2023,31.2206,105.3861,421.3,盐亭,四川省,绵阳市,盐亭县,
57320,13.7,20.8,9.5,82.3,46,964,966.1,961,1.3,4.2,0,23,11,2023,31.9281,107.2167,483,通江,四川省,巴中市,通江县,
56298,14.4,20.3,10.1,80.3,56,971.5,975,967.7,2,4.6,0,23,11,2023,30.0683,104.6581,414.2,资阳,四川省,资阳市,雁江区,
56395,15.8,20.9,12.2,77.3,55,978.7,982.5,974.9,1.1,3.8,0,23,11,2023,29.5236,104.6631,350.9,威远,四川省,内江市,威远县,
57306,14.6,20.7,10.3,81.3,49,975.4,977.9,972,1.6,4.6,0,23,11,2023,31.5842,105.9775,382.6,阆中,四川省,南充市,阆中市,
57420,12.6,18.6,8.2,90,67,971.5,973.7,968.3,1.4,4.3,0,23,11,2023,30.7542,107.1864,418,大竹,四川省,达州市,大竹县,
56374,6.2,14.7,0.6,49.3,14,747.2,749.8,743.8,2,12.2,0,23,11,2023,30.055,101.9606,2606.3,康定,四川省,甘孜藏族自治州,康定市,
57313,13,19.1,8,82.8,54,955.6,957.8,952.5,1.4,4.2,0,23,11,2023,31.8872,106.785,556.7,巴中,四川省,巴中市,巴州区,
57503,14.5,21,10.5,84.5,56,978.9,982.8,975.2,1.2,3.1,0,23,11,2023,29.6197,105.1186,349.9,东兴区,四川省,内江市,东兴区,
56186,13.3,19.4,9.4,75.5,49,952,954.8,948.1,2.1,6,0,23,11,2023,31.3272,104.1928,588.9,绵竹,四川省,德阳市,绵竹市,
56387,12.9,17.2,9.5,86.5,63,946.2,950.3,942.5,0.6,1.9,0.1,23,11,2023,29.2283,103.2614,643.1,峨边,四川省,乐山市,峨边彝族自治县,
56485,11.8,14.5,10.3,81.3,70,879.5,882.8,876.8,1,4.8,0,23,11,2023,28.2694,103.5775,1249.9,雷波,四川省,凉山彝族自治州,雷波县,
56565,8.3,14.9,4.2,74.5,45,755.6,757.5,753.2,1.3,8.2,0,23,11,2023,27.4378,101.4861,2516.8,盐源,四川省,凉山彝族自治州,盐源县,
57314,14.1,19.1,10.8,86,55,972.6,975.3,969.3,1.7,4.9,0,23,11,2023,31.3439,106.0653,405.7,南部,四川省,南充市,南部县,
57317,14,19.7,10,86.8,59,971.7,974.2,968.4,2.5,5.4,0,23,11,2023,31.0222,106.3981,414,蓬安国家基本气象站,四川省,南充市,蓬安县,
56396,15.8,21.3,12.1,81.8,51,978.5,982.4,974.5,1,3.2,0,23,11,2023,29.3575,104.7658,353.4,自贡,四川省,自贡市,自流井区,
56462,3.2,10.6,0.4,83.3,41,719.5,721.4,717,2.8,5,6.6,23,11,2023,29.0081,101.5008,2924.4,九龙,四川省,甘孜藏族自治州,九龙县,
56492,15.5,20.7,11.5,78.8,51,961.2,965.3,957.2,1.2,4.8,0,23,11,2023,28.7689,104.6053,502.8,宜宾,四川省,宜宾市,翠屏区,
56593,15.3,20.5,11.7,85,54,970.9,975.1,966.9,1.9,5.5,0,23,11,2023,28.595,104.9456,418,长宁,四川省,宜宾市,长宁县,
57326,12.6,18.4,9.9,91,64,974.8,976.8,971.5,1.6,3.8,0,23,11,2023,31.3639,107.7161,390.3,宣汉,四川省,达州市,宣汉县,
56183,10.2,19,5.1,60.8,27,866.6,870.6,862.2,1.8,7.4,0,23,11,2023,31.4956,103.6183,1370.1,汶川,四川省,阿坝藏族羌族自治州,汶川县,
56195,12.8,20.5,7.2,79,36,957.3,960,953.6,1.2,3.8,0,23,11,2023,31.8008,104.7328,541.1,江油,四川省,绵阳市,江油市,
56276,12,18.6,8.1,90,63,965.7,969.3,961.8,1.4,3,0,23,11,2023,30.4583,103.8211,467.3,新津,四川省,成都市,新津区,
56295,14.5,20.2,11,78.8,54,967.7,971.1,964,1.3,5.3,0,23,11,2023,30.3883,104.5447,448.6,简阳,四川省,成都市,简阳市,
56376,14.4,20.6,10.5,72,46,894.3,898.2,890.7,2,9.6,0,23,11,2023,29.3433,102.6367,1098.6,汉源,四川省,雅安市,汉源县,
57318,13.8,20.2,9.4,87.5,56,972.6,975,969.3,1.9,4.5,0,23,11,2023,31.0553,106.5811,406.2,营山,四川省,南充市,营山县,
56146,-2.1,10,-9.4,35.8,6,680.3,683.6,677,0.9,5.6,0,23,11,2023,31.6192,99.9975,3383.4,甘孜基准站,四川省,甘孜藏族自治州,甘孜县,
56171,-2.9,10.1,-11.4,54.5,9,688.6,691.6,685.3,1.3,9.9,0,23,11,2023,32.8986,101.7086,3270.4,阿坝,四川省,阿坝藏族羌族自治州,阿坝县,
56184,6.3,16.2,1.5,48.3,18,813.6,817.3,809.1,1.1,6.1,0,23,11,2023,31.4361,103.1658,1892,理县,四川省,阿坝藏族羌族自治州,理县,
56187,11.8,18.6,7.8,87.8,56,956.5,959.9,952.7,1.2,4.2,0,23,11,2023,30.7489,103.8611,547.7,温江气候观象台,四川省,成都市,温江区,
56273,10.5,14.1,8,94,71,927.7,931.3,923.8,0.6,2.2,0,23,11,2023,30.2472,102.8342,814,宝兴,四川省,雅安市,宝兴县,
56291,12.3,20.2,9.4,84.5,38,965.8,969.1,961.7,1.7,4.2,0,23,11,2023,30.965,104.3061,466.8,广汉,四川省,德阳市,广汉市,
56578,16.1,22.6,12,69,42,891.5,894.7,888.5,0.7,2.8,0,23,11,2023,27.0619,102.7442,1115.1,宁南,四川省,凉山彝族自治州,宁南县,
56665,16.4,26.1,11,73.8,33,888.1,891.6,885,1.6,5.4,0,23,11,2023,26.6897,101.8544,1140.4,盐边站,四川省,攀枝花市,盐边县,
56197,12.6,19.5,8.7,80.5,43,958,961,954.1,1.9,6.6,0,23,11,2023,31.1517,104.1669,535.8,什邡,四川省,德阳市,什邡市,
56297,14.1,19.7,10,84.3,55,969.1,972.8,965.3,1.3,5,0,23,11,2023,30.0425,104.1392,435.4,仁寿国家气象观测站,四川省,眉山市,仁寿县,
56182,-0.2,13.5,-8.4,42.8,8,722.5,725.9,718.4,2,6.5,0,23,11,2023,32.6708,103.6033,2881.3,松潘,四川省,阿坝藏族羌族自治州,松潘县,
56168,4.7,17.4,-2.1,41,12,788.6,793.7,783.2,0.9,2.3,0,23,11,2023,31.475,102.0703,2174.8,金川,四川省,阿坝藏族羌族自治州,金川县,
56490,14,18.6,10.5,87.8,67,970.9,975,966.9,0.7,2,0,23,11,2023,28.9508,103.8983,424,沐川,四川省,乐山市,沐川县,
56671,13.2,21.3,7.2,64.3,26,821.1,823.6,818.9,2.4,8.4,0,23,11,2023,26.4619,102.3231,1811.4,会理,四川省,凉山彝族自治州,会理市,
56199,12.7,20.3,8.7,79.5,43,966.6,969.7,962.8,1.8,4.5,0,23,11,2023,31.0428,104.7058,459.6,中江,四川省,德阳市,中江县,
56478,11.7,17.3,8.8,66.8,40,819.9,822.1,817.7,2.3,6.7,0,23,11,2023,28.3058,102.4144,1829.7,喜德,四川省,凉山彝族自治州,喜德县,
56491,15,20,11.9,83.3,61,964.2,968.3,960.2,1.4,5,0,23,11,2023,28.6922,104.5053,476.9,叙州,四川省,宜宾市,叙州区,
57303,13.9,20.5,9.9,78,40,966.4,968.8,963.1,1.2,5.2,0,23,11,2023,31.7397,105.925,459.9,苍溪,四川省,广元市,苍溪县,
57309,14,20.2,9.7,83.8,58,975.8,978.4,972.4,1.1,3.6,0,23,11,2023,30.9786,105.8819,378.4,西充,四川省,南充市,西充县,
57600,15.5,20.7,11.5,82,55,970.7,974.9,966.7,1,4.4,0,23,11,2023,28.7119,105.0603,421.1,江安,四川省,宜宾市,江安县,
57416,14.4,21.2,10.1,85.8,54,974,976.6,970.7,1.1,2.8,0,23,11,2023,30.3425,106.9386,392.4,邻水,四川省,广安市,邻水县,
56164,-3.3,11.1,-11.4,42.3,7,687.8,691.3,684.1,1.2,9.7,0,23,11,2023,32.2742,100.9642,3292.9,壤塘,四川省,阿坝藏族羌族自治州,壤塘县,
56173,-6.2,7.9,-14.9,54.3,10,669.7,672.1,667.2,2,10.8,0,23,11,2023,32.7931,102.5497,3496.8,红原,四川省,阿坝藏族羌族自治州,红原县,
56257,-2.8,4.8,-8.8,36.8,11,629.2,631.2,627.1,3.3,6.4,0,23,11,2023,29.9911,100.2331,4007.5,理塘国家气象站,四川省,甘孜藏族自治州,理塘县,
56287,12.8,16.8,9.3,87.8,64,948.3,952.2,944.4,0.5,2.7,0,23,11,2023,29.9831,102.9994,627.6,雅安,四川省,雅安市,雨城区,
56289,13.5,17.9,11,87.5,64,969.2,972.9,965.2,0.7,2.9,0,23,11,2023,30.1992,103.8692,435.9,彭山,四川省,眉山市,彭山区,
56381,14.3,16.9,12.3,80.5,62,947.1,950.6,943.5,2,5.6,0,23,11,2023,30.0678,103.4919,629.9,丹棱,四川省,眉山市,丹棱县,
56386,14.1,17.7,11.8,87,68,970.5,974.4,966.4,1.2,2.5,0,23,11,2023,29.5647,103.7553,424.2,乐山,四川省,乐山市,市中区,
56391,13.4,16.9,11.3,92.3,68,963.7,967.5,959.7,1.5,3.9,0,23,11,2023,30.0581,103.8758,484,眉山,四川省,眉山市,东坡区,
56394,14.6,20.4,11.3,88.5,59,975,978.9,971.1,1.7,4.6,0,23,11,2023,29.4578,104.4339,383.2,荣县国家站,四川省,自贡市,荣县,
57208,13.2,21,7.2,70.8,31,957.2,960,953.2,1.5,6.5,0,23,11,2023,32.2775,105.5128,545,剑阁,四川省,广元市,剑阁县,
56190,13.8,21.3,8.5,73.8,41,957.9,960.7,954.2,2,6.7,0.1,23,11,2023,31.5369,104.5842,534.7,安州,四川省,绵阳市,安州区,
56194,13.7,20,9.6,74.8,45,951,953.6,947.3,1.5,6.8,0,23,11,2023,31.6256,104.4514,597,北川,四川省,绵阳市,北川羌族自治县,
56272,11.8,19.3,7.5,89.8,47,955.3,958.5,951.4,0.8,4,0,23,11,2023,30.8289,103.8986,558.6,郫都,四川省,成都市,郫都区,
56498,13,19.2,10.1,93.3,60,956.3,960.5,952.3,1,4.1,0,23,11,2023,28.1542,104.5042,547,筠连,四川省,宜宾市,筠连县,
57216,12.6,20.4,8.4,80.8,44,953.2,955.6,950.1,1.1,5.4,0,23,11,2023,32.3558,106.8325,579.4,南江,四川省,巴中市,南江县,
57413,12.6,17.8,8.7,93.3,72,984.3,986.5,980.8,0.9,4.8,0.1,23,11,2023,30.8564,106.9983,305.7,渠县,四川省,达州市,渠县,
56144,-1,11.8,-7.5,31.5,8,694.3,697.9,690.4,0.9,4.5,0,23,11,2023,31.8033,98.5764,3224.6,德格基本气象站,四川省,甘孜藏族自治州,德格县,
56263,6.9,16.3,0.7,42.8,13,809.7,815.1,803.7,0.9,3.8,0,23,11,2023,30.8781,101.8808,1947.5,丹巴国家站,四川省,甘孜藏族自治州,丹巴县,
56378,14.4,22.5,10.5,79.8,40,916.4,920.7,911.8,1.3,7.4,0,23,11,2023,29.2292,102.3533,890.7,石棉,四川省,雅安市,石棉县,
56390,12.8,18.8,9.9,91.8,62,972.6,976.5,968.5,0.7,2.2,0,23,11,2023,29.6597,104.0683,405,井研,四川省,乐山市,井研县,
56480,12.7,14.9,10.6,92.5,82,955,958.9,950.8,0.6,3.2,0,23,11,2023,28.8281,103.5325,563.2,马边,四川省,乐山市,马边彝族自治县,
56389,14.4,18.4,11.6,89,68,974.5,978.6,970.3,1,3.6,0,23,11,2023,29.2019,103.9431,387.3,犍为,四川省,乐山市,犍为县,
57329,13.4,20.8,8.5,85,58,965.6,967.5,962.7,0.7,4.1,0,23,11,2023,31.0978,107.8467,468.7,开江,四川省,达州市,开江县,
57408,14,20.2,9.9,86,55,974.9,978.2,971.4,1.9,4.5,0,23,11,2023,30.1103,105.3219,383.6,安岳,四川省,资阳市,安岳县,
56180,8.6,16.3,2.6,65.3,19,844.2,847.4,840.9,1.9,11.6,0,23,11,2023,31.6914,103.8533,1589.1,茂县,四川省,阿坝藏族羌族自治州,茂县,
56198,12.5,20.4,8.2,81.8,49,959.1,961.9,955.2,1.1,4.5,0,23,11,2023,31.3181,104.4983,525.7,德阳,四川省,德阳市,罗江区,
56393,15.3,20.9,11.6,78.8,50,976.6,980.5,973,1.2,3.5,0,23,11,2023,29.7678,104.8536,369.3,资中,四川省,内江市,资中县,
56474,12.7,20,8.1,66.8,36,825.5,828,823.2,1.3,6.2,0,23,11,2023,28.545,102.1736,1771.5,冕宁,四川省,凉山彝族自治州,冕宁县,
57217,13.2,20.6,8.5,80,37,962.3,964.9,958.9,1,4.4,0,23,11,2023,32.2217,106.2556,499.3,旺苍,四川省,广元市,旺苍县,
57304,13.3,20.1,8.3,71.8,36,959.8,962.5,956.2,1.2,6.4,0,23,11,2023,31.6508,105.1686,517.7,梓潼,四川省,绵阳市,梓潼县,
57407,13.9,19.2,11,82.3,57,966,969.2,962.5,1.1,4.3,0,23,11,2023,30.2808,105.03,462.6,乐至,四川省,资阳市,乐至县,
57507,15.3,20,11.4,81,61,974.6,978.4,970.9,1.3,5.5,0,23,11,2023,29.3317,105.2997,385.8,隆昌,四川省,内江市,隆昌市,
57604,15.4,20.5,11.9,88.5,59,976.5,980.7,972.6,1.3,5.5,0,23,11,2023,28.7875,105.3928,368.6,纳溪,四川省,泸州市,纳溪区,
56193,10.5,20.3,5.8,74,37,918.7,922.5,914.5,1,8.1,0,23,11,2023,32.4114,104.5222,891.9,平武县城,四川省,绵阳市,平武县,
56247,7.3,18,-0.1,27.8,5,749.1,753.4,744.7,0.8,5.9,0,23,11,2023,30.0028,99.1078,2580.6,巴塘,四川省,甘孜藏族自治州,巴塘县,
56251,0.8,13.8,-8.6,31.5,5,701.8,706,697.4,2,9.4,0,23,11,2023,30.9422,100.3089,3131.1,新龙,四川省,甘孜藏族自治州,新龙县,
56296,13.1,19.5,8.6,78,50,962.6,966.1,958.6,1.7,5.4,0,23,11,2023,30.8128,104.4253,493.5,金堂,四川省,成都市,金堂县,
56382,14.2,17.3,11.4,84,70,964.7,968.5,960.7,0.6,4.2,0,23,11,2023,29.7533,103.5522,475,夹江,四川省,乐山市,夹江县,
56441,10.4,18.4,6.7,50.8,16,764.5,767.8,761.2,1.1,4.6,0,23,11,2023,28.7136,99.2864,2411.5,得荣,四川省,甘孜藏族自治州,得荣县,
56496,14.3,20.6,9.9,87.5,61,977.3,981.6,973.2,0.6,4.1,0,23,11,2023,28.3303,105.2589,367,兴文,四川省,宜宾市,兴文县,
57402,13.1,19.6,9.5,89.3,59,974.9,977.6,971.4,1.1,3.8,0,23,11,2023,30.7728,105.7053,386.5,蓬溪,四川省,遂宁市,蓬溪县,
56038,-7.6,2.9,-15.7,38.3,9,615.5,617.4,613.4,1.5,8.7,0,23,11,2023,32.9764,98.0969,4181.2,石渠,四川省,甘孜藏族自治州,石渠县,
56079,-2.1,7.8,-9.9,33.8,10,667.3,669.2,665.2,2.7,12.6,0,23,11,2023,33.5944,102.9556,3513.8,若尔盖,四川省,阿坝藏族羌族自治州,若尔盖县,
56147,-0.2,12.9,-8.7,35.8,8,708.3,712.3,704,2.3,6.1,0,23,11,2023,31.2117,98.8258,3063.8,白玉,四川省,甘孜藏族自治州,白玉县,
56380,14.1,17.3,10.6,77,62,953.6,957.5,949.9,1.9,6.5,0,23,11,2023,29.8764,103.3583,571.2,洪雅,四川省,眉山市,洪雅县,
56383,13.5,17.5,10.5,90,68,967,970.8,962.9,1.1,3.2,0,23,11,2023,29.8433,103.8711,455.5,青神国家气象观测站,四川省,眉山市,青神县,
56670,16,25.4,11.3,76.3,34,888.6,891.9,885.5,1.1,3.9,0,23,11,2023,26.9158,102.1206,1137.1,米易,四川省,攀枝花市,米易县,
57405,13.9,20.3,10.4,85.5,61,978.2,981.2,974.8,1.3,4,0,23,11,2023,30.5069,105.5622,354.9,遂宁国家基本气象站,四川省,遂宁市,船山区,
57608,13.6,18.8,10.4,93,62,956.2,960.4,952.4,1.8,5,0,23,11,2023,28.19,105.4064,548.4,叙永,四川省,泸州市,叙永县,
56584,15.5,22.4,11.6,67,42,895.1,898.1,892.5,2.1,6.8,0.2,23,11,2023,27.705,103.2567,1095.2,金阳,四川省,凉山彝族自治州,金阳县,
56666,16.3,25,11,70.3,37,879.3,882.7,876.1,0.7,2.9,0,23,11,2023,26.5761,101.7211,1224.8,攀枝花,四川省,攀枝花市,攀枝花市,
56284,11.6,18.2,7.1,89.8,61,959.7,963.2,956.1,1,3.8,0,23,11,2023,30.4433,103.4386,518.5,邛崃,四川省,成都市,邛崃市,
56288,12.9,19.3,9.5,87.5,56,962.4,965.9,958.6,0.8,3.2,0,23,11,2023,30.5886,103.9022,495,双流,四川省,成都市,双流区,
56290,13.5,19.5,9.7,82.5,39,960.2,963.6,956.4,1.1,4.8,0,23,11,2023,30.7778,104.1803,514.5,新都,四川省,成都市,新都区,
56473,14.5,23.2,9.3,70.8,37,898.4,902.3,894.3,1.3,9.5,0,23,11,2023,28.9589,102.7697,1058.2,甘洛,四川省,凉山彝族自治州,甘洛县,
56097,7.2,17,0.6,57.8,22,859.6,863.5,854.6,1.6,8.1,0,23,11,2023,33.2606,104.2456,1440.5,九寨沟,四川省,阿坝藏族羌族自治州,九寨沟县,
56158,-1.9,9.8,-10.3,32.8,9,677.6,680.8,674.5,1.7,8.2,0,23,11,2023,31.3858,100.6636,3414.4,炉霍,四川省,甘孜藏族自治州,炉霍县,
56181,11.1,18.8,7.2,88.3,58,957.2,960.5,953.4,1.1,3.5,0,23,11,2023,30.6708,103.6989,541.2,崇州,四川省,成都市,崇州市,
56188,11.1,18.6,6.6,89.3,53,940.7,943.7,937.1,1.1,5.2,0,23,11,2023,30.9958,103.6736,689.1,都江堰,四川省,成都市,都江堰市,
56189,13.6,19.5,8.6,78.5,48,952.9,955.9,949,1.4,6.5,0,23,11,2023,30.9622,103.9464,580.5,彭州,四川省,成都市,彭州市,
56267,21.4,31.3,15.7,66.3,29,738.8,741.2,735.1,1.4,8.9,0.4,9,7,2023,30.0325,101.0189,2635.6,雅江,四川省,甘孜藏族自治州,雅江县,
56278,26.4,35.9,18.8,67.3,33,913,915.1,910.5,1.4,6.9,0,9,7,2023,30.0672,102.7769,818.5,天全,四川省,雅安市,天全县,
56286,31.5,37.1,26.2,61.5,36,945.2,946.9,943.2,2,5.9,0,9,7,2023,30.6136,104.2631,505.4,龙泉驿,四川省,成都市,龙泉驿区,
56357,14,19.7,10.6,79,46,649.9,650.6,648.3,1.4,6.2,20.2,9,7,2023,29.0425,100.2983,3742.3,稻城,四川省,甘孜藏族自治州,稻城县,
56373,28,36.5,19,59,28,915.2,917.8,912.3,2.7,11.5,0,9,7,2023,29.7875,102.8444,797.5,荥经,四川省,雅安市,荥经县,
56479,20.9,28.8,15.1,71.3,38,792.7,794.5,790.6,1,5.6,0,9,7,2023,28.0044,102.8419,2061,昭觉,四川省,凉山彝族自治州,昭觉县,
56571,23.8,31.5,18.4,67,40,836.2,838.6,833.5,1.3,5.9,0,9,7,2023,27.9036,102.2678,1589.6,西昌,四川省,凉山彝族自治州,西昌市,
57307,31,36.7,25.7,65.8,41,950.4,952.1,948.2,1.7,4.8,0,9,7,2023,31.0975,105.0772,459.9,三台,四川省,绵阳市,三台县,
