区站号,平均气温,最高气温,最低气温,平均相对湿度,最小相对湿度,平均气压,最高本站气压,最低本站气压,平均2分钟风速,极大风速,20-20时降水量,日,月,年,纬度,经度,测站高度,站名,省名,地市名,区县名,Unnamed: 23
56478,11.6,17.3,7,48,23,822.8,824.6,819.5,3.1,10.3,0,2,5,2022,28.3058,102.4144,1798.1,喜德,四川省,凉山彝族自治州,喜德县,
56491,17.3,24.3,13.2,57,21,966.8,969.6,963.9,3.6,7.9,0,2,5,2022,28.6922,104.5053,476.9,叙州,四川省,宜宾市,叙州区,
56168,10.4,17.3,6.4,48.3,48,787.8,790.3,784.5,1.2,7.1,0,2,5,2022,31.475,102.0703,2174.8,金川,四川省,阿坝藏族羌族自治州,金川县,
57416,17.1,25.4,11.5,69.5,29,976,978.6,972.9,1.4,4.8,0,2,5,2022,30.3425,106.9386,392.4,邻水,四川省,广安市,邻水县,
57303,17.1,25.5,9.4,58.5,20,967.9,970.5,965,1.4,5.5,0,2,5,2022,31.7397,105.925,459.9,苍溪,四川省,广元市,苍溪县,
57309,17.3,25.3,10.9,68,33,977.4,979.9,974.6,1.5,4.5,0,2,5,2022,30.9786,105.8819,378.4,西充,四川省,南充市,西充县,
57600,17.3,25,11.8,60.3,28,973.5,976.2,970.4,1.1,4.9,0,2,5,2022,28.7119,105.0603,421.1,江安,四川省,宜宾市,江安县,
56164,1.5,11.3,-4.5,59.5,12,687.3,688.8,684.1,1.5,9.6,0,2,5,2022,32.2742,100.9642,3292.9,壤塘,四川省,阿坝藏族羌族自治州,壤塘县,
56173,-1.5,4.5,-6.5,65,26,671.1,672.4,669.7,2,14.2,0,2,5,2022,32.7931,102.5497,3496.8,红原,四川省,阿坝藏族羌族自治州,红原县,
56195,17.4,25.1,9.8,57.3,20,958.6,961.2,956.2,1.7,5.4,0,2,5,2022,31.8008,104.7328,541.1,江油,四川省,绵阳市,江油市,
56276,16.7,25.6,10.5,73.5,21,967.3,970,964.5,0.8,6.6,0,2,5,2022,30.4583,103.8211,467.3,新津,四川省,成都市,新津区,
56295,18.5,26.3,11.6,52,20,969.4,972.1,966.6,1.3,4.5,0,2,5,2022,30.3883,104.5447,448.6,简阳,四川省,成都市,简阳市,
56376,15.4,21.6,10.5,54.5,25,898.9,902,894.4,1.8,7.3,0,2,5,2022,29.3433,102.6367,1098.6,汉源,四川省,雅安市,汉源县,
57318,17.5,24.9,11,66.5,32,974.2,976.7,971.4,1.7,4.8,0,2,5,2022,31.0553,106.5811,406.2,营山,四川省,南充市,营山县,
56187,16.2,25.1,9.5,66.8,23,958.2,960.6,955.6,1.2,7,0,2,5,2022,30.7489,103.8611,547.7,温江气候观象台,四川省,成都市,温江区,
56298,18.4,25.7,11.6,61,24,973.3,975.8,970.3,1.8,5.1,0,2,5,2022,30.0683,104.6581,414.2,资阳,四川省,资阳市,雁江区,
56395,18.4,25.8,12.2,57,29,981.1,983.6,977.9,1.1,5.2,0,2,5,2022,29.5236,104.6631,350.9,威远,四川省,内江市,威远县,
57306,18.1,25.6,11.2,59.8,30,976.7,979.4,973.7,0.9,4.8,0,2,5,2022,31.5842,105.9775,382.6,阆中,四川省,南充市,阆中市,
57420,16.9,24.1,10.7,68.5,41,973.2,975.6,970.2,1.3,4.5,0,2,5,2022,30.7542,107.1864,418,大竹,四川省,达州市,大竹县,
56263,12.6,19.5,7.8,48.3,25,809.2,812.6,805.2,4.8,12.3,0.1,2,5,2022,30.8781,101.8808,1947.5,丹巴国家站,四川省,甘孜藏族自治州,丹巴县,
56378,16.3,24.8,10.9,60,20,921.4,924.8,916,2.1,8.2,0,2,5,2022,29.2292,102.3533,890.7,石棉,四川省,雅安市,石棉县,
56390,17.6,25.4,11.3,65.5,24,974.9,977.4,971.8,0.9,5.8,0,2,5,2022,29.6597,104.0683,405,井研,四川省,乐山市,井研县,
56480,17.3,24.7,11,58,18,957.4,960.5,953.2,1.7,8.8,0,2,5,2022,28.8281,103.5325,563.2,马边,四川省,乐山市,马边彝族自治县,
56389,18,25.8,11.7,62.3,18,976.8,979.5,973.6,0.8,4.4,0,2,5,2022,29.2019,103.9431,387.3,犍为,四川省,乐山市,犍为县,
57329,16.2,23.8,11.1,71.3,35,967.6,970.1,964.2,1.4,4.4,0,2,5,2022,31.0978,107.8467,468.7,开江,四川省,达州市,开江县,
57408,18.5,25.3,12.4,56.5,28,976.8,979.3,973.9,2.1,7,0,2,5,2022,30.1103,105.3219,383.6,安岳,四川省,资阳市,安岳县,
56267,11.2,18.2,4.8,50.5,25,741.9,746.4,738.2,1.9,6.8,0.3,2,5,2022,30.0325,101.0189,2635.6,雅江,四川省,甘孜藏族自治州,雅江县,
56278,14.5,24.5,7.7,68.3,23,929.1,932,925,1.3,5.7,0,2,5,2022,30.0672,102.7769,818.5,天全,四川省,雅安市,天全县,
56286,17.9,25.7,11.3,56,22,962.8,965.3,960,1.6,12,0,2,5,2022,30.6136,104.2631,505.4,龙泉驿,四川省,成都市,龙泉驿区,
56357,6.2,14.3,2.4,57.8,21,647.1,648.3,644.2,2.7,13.4,0,2,5,2022,29.0425,100.2983,3742.3,稻城,四川省,甘孜藏族自治州,稻城县,
56373,15.3,24.8,7.7,58.5,19,931.4,934.5,926.8,2.1,10.5,0,2,5,2022,29.7875,102.8444,797.5,荥经,四川省,雅安市,荥经县,
56479,8.9,15.2,4.3,61.8,35,800.5,802.3,798,1.6,8.3,0,2,5,2022,28.0044,102.8419,2028.8,昭觉,四川省,凉山彝族自治州,昭觉县,
56571,14.6,19.3,10.9,46.8,30,845.8,847.7,842.8,1.9,7.4,0,2,5,2022,27.9036,102.2678,1558,西昌,四川省,凉山彝族自治州,西昌市,
57307,18.1,25.8,11.3,57.3,21,968.1,970.6,965.6,1.2,4.6,0,2,5,2022,31.0975,105.0772,459.9,三台,四川省,绵阳市,三台县,
57315,16.6,22.8,11.8,58.8,34,946.1,948.3,943.7,1.1,5.1,0,2,5,2022,31.5233,106.4025,655.7,仪陇,四川省,南充市,仪陇县,
56180,10.9,17.4,5.7,63,24,848,849.7,845.1,1.6,7.5,0,2,5,2022,31.6914,103.8533,1589.1,茂县,四川省,阿坝藏族羌族自治州,茂县,
56196,19.1,25.5,12.5,47,20,960.8,963.5,958.4,1.7,6.3,0,2,5,2022,31.4403,104.7264,521.1,绵阳气象站,四川省,绵阳市,涪城区,
56493,17.2,24.7,11.3,72.8,29,988,990.9,984.7,0.8,5,0,2,5,2022,28.8492,104.9725,292.8,南溪,四川省,宜宾市,南溪区,
56580,6,9.9,2.5,73.8,44,769,770.2,766.8,1.2,6,1.4,2,5,2022,27.7131,102.8069,2356.7,布拖,四川省,凉山彝族自治州,布拖县,
57605,16.9,24.3,10.9,61.5,30,960.1,963,956,1.4,7.6,0.1,2,5,2022,28.0397,105.8122,537.7,古蔺,四川省,泸州市,古蔺县,
56387,17.3,25,11.8,51.5,23,948.7,951.8,944.4,2,7.8,0,2,5,2022,29.2283,103.2614,643.1,峨边,四川省,乐山市,峨边彝族自治县,
56485,13.9,20.1,9.5,47.8,25,882.8,885.4,879.6,1.5,6.7,0,2,5,2022,28.2694,103.5775,1214.5,雷波,四川省,凉山彝族自治州,雷波县,
56565,8.6,14.5,4.9,60,39,755.5,757.3,753.7,5.1,11,0,2,5,2022,27.4378,101.4858,2516.8,盐源,四川省,凉山彝族自治州,盐源县,
57314,17.9,25.1,11.3,59.3,23,974.2,976.8,971.3,1.3,5,0,2,5,2022,31.3439,106.0653,405.7,南部,四川省,南充市,南部县,
57317,17.4,24.3,11.8,63.5,28,973.4,976,970.8,2.2,5,0,2,5,2022,31.0222,106.3981,414,蓬安国家基本气象站,四川省,南充市,蓬安县,
56380,18,24.7,11.8,45,21,955.7,958.2,952.7,2.1,7.2,0,2,5,2022,29.8764,103.3583,571.2,洪雅,四川省,眉山市,洪雅县,
56383,18.2,25.1,12.4,54.5,25,968.8,971.4,965.9,1.5,7,0,2,5,2022,29.8433,103.8711,455.5,青神国家气象观测站,四川省,眉山市,青神县,
56670,15.9,22.8,11.8,69.5,35,892.1,894.6,888.3,1.7,4.6,1.9,2,5,2022,26.9158,102.1206,1137.1,米易,四川省,攀枝花市,米易县,
57405,17,25.3,11.5,68.3,31,980.1,982.7,977.3,1.1,4,0,2,5,2022,30.5069,105.5622,354.9,遂宁国家基本气象站,四川省,遂宁市,船山区,
57608,15.8,23.9,10.5,67.5,31,959.1,962.1,955.8,2.7,8.8,0,2,5,2022,28.19,105.4064,548.4,叙永,四川省,泸州市,叙永县,
56146,6,12.5,0.4,35.3,12,678.1,680.5,675.9,2.2,11.1,0,2,5,2022,31.6192,99.9975,3383.4,甘孜基准站,四川省,甘孜藏族自治州,甘孜县,
56171,1.8,7.3,-2.7,52.8,19,689.9,691.4,688,2.4,9.6,0.2,2,5,2022,32.8986,101.7086,3270.4,阿坝,四川省,阿坝藏族羌族自治州,阿坝县,
56184,9.1,15.9,5.9,71.5,36,817.4,818.7,814.2,1.2,10.7,0.4,2,5,2022,31.4361,103.1658,1892,理县,四川省,阿坝藏族羌族自治州,理县,
56279,15.4,24.8,8.3,65,25,937.4,940.5,933.2,1.5,8.5,0,2,5,2022,30.1614,102.9425,744,芦山,四川省,雅安市,芦山县,
56172,5.5,12.9,1.5,67,29,741.4,742.9,738.8,1,11.7,0,2,5,2022,31.8989,102.2286,2686.8,马尔康,四川省,阿坝藏族羌族自治州,马尔康市,
56385,-1,4.7,-5.7,67,46,707.8,709.1,706.2,4,10,0,2,5,2022,29.5214,103.3356,3069.9,峨眉山气象站,四川省,乐山市,峨眉山市,
56675,12.1,17.9,7.2,61.5,38,834.7,836.3,832,1.4,9,2,2,5,2022,26.6456,102.5775,1702.5,会东,四川省,凉山彝族自治州,会东县,
57237,15.7,25.8,7.2,48.8,14,943.9,946.3,940,1.8,6.2,0,2,5,2022,32.0744,108.0317,672.2,万源,四川省,达州市,万源市,
56388,18.3,25.7,12.7,55.5,22,972.8,975.3,969.7,0.8,4.1,0,2,5,2022,29.4069,103.8244,421,五通桥,四川省,乐山市,五通桥区,
56178,9.5,14.9,5.9,51,29,765.9,768,762.9,1.9,10.3,0.2,2,5,2022,30.9958,102.3561,2438,小金,四川省,阿坝藏族羌族自治州,小金县,
56273,14.4,24.1,8.2,77,27,929.9,932.9,925.9,1.4,8.2,0,2,5,2022,30.2472,102.8342,814,宝兴,四川省,雅安市,宝兴县,
56291,17.7,26.2,10.6,61.3,17,967.1,969.7,964.5,1,4.9,0,2,5,2022,30.965,104.3061,466.8,广汉,四川省,德阳市,广汉市,
56578,15,20.2,10.9,71.3,42,895.6,898.2,892.1,1,5.8,1.3,2,5,2022,27.0619,102.7442,1116,宁南,四川省,凉山彝族自治州,宁南县,
56665,16,21.7,11,71.3,40,891.8,894.8,888,1.2,6,8.1,2,5,2022,26.6897,101.8544,1140.4,盐边站,四川省,攀枝花市,盐边县,
56198,17.1,25.6,9.8,60.5,19,960.3,963,958,0.8,5.1,0,2,5,2022,31.3181,104.4983,525.7,德阳,四川省,德阳市,罗江区,
56393,19,24.8,12.9,54.5,30,978.7,981.1,975.8,1.5,6.3,0,2,5,2022,29.7678,104.8536,369.3,资中,四川省,内江市,资中县,
56474,12.1,17.9,7.8,58,25,828,830,825.2,1.3,7.1,0,2,5,2022,28.545,102.1736,1740.5,冕宁,四川省,凉山彝族自治州,冕宁县,
57217,16.2,26.4,8,58.5,15,963.5,966.1,959.7,1.8,7.2,0,2,5,2022,32.2217,106.2556,499.3,旺苍,四川省,广元市,旺苍县,
57304,16.9,25.6,9.2,61,20,961.3,963.9,958.6,1.1,4.2,0,2,5,2022,31.6508,105.1686,517.7,梓潼,四川省,绵阳市,梓潼县,
57407,18.5,25.7,12.3,53.8,23,967.9,970.3,965.1,1.6,6.1,0,2,5,2022,30.2808,105.03,462.6,乐至,四川省,资阳市,乐至县,
57507,17.3,24.5,11.4,70.8,35,977.1,979.7,974,1.6,5.8,0,2,5,2022,29.3317,105.2997,385.8,隆昌,四川省,内江市,隆昌市,
57604,17.3,24.3,11.1,61.8,29,979.3,982.2,976.1,1.8,5.5,0,2,5,2022,28.7875,105.3928,368.6,纳溪,四川省,泸州市,纳溪区,
56182,1.9,8.4,-1.2,69,32,724.2,725.4,722.1,3.2,16.1,0,2,5,2022,32.6708,103.6033,2881.3,松潘,四川省,阿坝藏族羌族自治州,松潘县,
56396,18.5,25.4,12.7,57.5,27,980.8,983.2,977.7,1.2,4.3,0,2,5,2022,29.3575,104.7658,353.4,自贡,四川省,自贡市,自流井区,
56462,4.7,9.2,2.1,77,47,718.6,720,716.6,0.9,8.3,2.9,2,5,2022,29.0081,101.5008,2924.4,九龙,四川省,甘孜藏族自治州,九龙县,
56492,17.9,24.8,12.6,56.8,24,963.8,966.5,961,2.4,6.6,0,2,5,2022,28.7689,104.6053,502.8,宜宾,四川省,宜宾市,翠屏区,
56593,17.4,24.8,12.1,63.8,25,973.8,976.6,970.6,1.8,5.2,0,2,5,2022,28.595,104.9456,418,长宁,四川省,宜宾市,长宁县,
57326,16.6,24.2,10.7,71.5,37,976.2,978.7,972.6,1.6,5.9,0,2,5,2022,31.3639,107.7161,390.3,宣汉,四川省,达州市,宣汉县,
57403,18,25.7,12,62.5,26,980.4,983,977.6,1,4.8,0,2,5,2022,30.5928,105.2286,344.7,大英,四川省,遂宁市,大英县,
56183,12.6,18.9,7.9,62.8,26,870.2,872.2,867.4,1.4,8.3,0,2,5,2022,31.4956,103.6183,1370.1,汶川,四川省,阿坝藏族羌族自治州,汶川县,
56285,12.7,18,8.5,54.8,23,953.6,955.4,949.7,2.4,8.9,0,28,2,2022,30.5639,103.4653,544.7,大邑国家基本气象站,四川省,成都市,大邑县,
56443,4.7,12.1,-3.5,38.5,20,719.6,721.4,716.6,2.9,17.4,0,28,2,2022,28.9369,99.8031,2844.2,乡城,四川省,甘孜藏族自治州,乡城县,
56459,10.3,17.6,3.5,31,12,762.6,764.3,759.7,2.8,13.4,0,28,2,2022,27.9294,101.275,2380.8,木里,四川省,凉山彝族自治州,木里藏族自治县,
56475,8.1,17.4,0.2,61.5,27,830.3,833.4,824.3,2.9,10.8,0,28,2,2022,28.6506,102.5117,1659.3,越西,四川省,凉山彝族自治州,越西县,
56494,14,18.1,11,61,42,971.2,973,966.4,1.7,8.1,0,28,2,2022,28.8394,104.3325,386.4,屏山,四川省,宜宾市,屏山县,
56575,18.7,24.2,14,26.3,16,844,846.9,841.2,2.5,15.5,0,28,2,2022,27.3731,102.5478,1530.7,普格,四川省,凉山彝族自治州,普格县,
