区站号,平均气温,最高气温,最低气温,平均相对湿度,最小相对湿度,平均气压,最高本站气压,最低本站气压,平均2分钟风速,极大风速,20-20时降水量,日,月,年,纬度,经度,测站高度,站名,省名,地市名,区县名,Unnamed: 23
56188,20.1,28.3,14.3,59.3,25,932.9,934.2,931.1,1.1,5.7,0,29,4,2020,30.9958,103.6736,689.1,都江堰,四川省,成都市,都江堰市,
56189,22.3,28.8,17,35.5,18,944.5,945.7,942.6,1.2,6.4,0,29,4,2020,30.9833,103.9333,581.7,彭州,四川省,成都市,彭州市,
56380,23.7,29.3,19.1,40.5,23,945.6,946.9,943.7,3.8,9.8,0,29,4,2020,29.8764,103.3581,571.2,洪雅,四川省,眉山市,洪雅县,
56383,23.9,29.7,19,39.3,21,958.2,959.3,956.1,1.9,6.6,0,29,4,2020,29.8333,103.8667,455.2,青神国家气象观测站,四川省,眉山市,青神县,
56670,20.4,26.8,17.1,53.3,25,886.5,888.1,884.6,2.3,8.7,0.3,29,4,2020,26.9167,102.1167,1136.9,米易,四川省,攀枝花市,米易县,
56490,20.3,30,12.8,65.3,24,962.5,963.6,959.9,1.3,5.1,0,29,4,2020,28.9508,103.8983,424,沐川,四川省,乐山市,沐川县,
56671,14.9,20.7,12.6,69.5,38,822.4,823.7,820.7,1.5,7.8,0.5,29,4,2020,26.65,102.25,1787.3,会理,四川省,凉山彝族自治州,会理市,
57405,22.2,27.4,17.3,53.8,28,969.1,970.4,967.7,1.9,4.3,0,29,4,2020,30.5,105.55,355,遂宁国家基本气象站,四川省,遂宁市,船山区,
57608,22.6,31.7,16.3,58,30,966.2,967.7,963.1,1.3,5.2,0,29,4,2020,28.1653,105.4317,377.5,叙永,四川省,泸州市,叙永县,
57303,20.5,27.6,15.7,55,33,958.3,959.9,956.7,1.7,5.1,0,29,4,2020,31.7333,105.9167,459.9,苍溪,四川省,广元市,苍溪县,
57309,19.9,25.1,16.5,64.8,38,966.8,968.4,965.5,1.3,5.3,0,29,4,2020,30.9786,105.8819,378.4,西充,四川省,南充市,西充县,
57600,23.6,30.3,19.6,43.8,24,961.5,963.1,959.5,2,5.1,0.3,29,4,2020,28.7119,105.0603,420.9,江安,四川省,宜宾市,江安县,
56267,9.9,15.9,7.5,71.3,34,741.2,742.9,738.8,2.5,12.3,7.1,29,4,2020,30.0333,101.0167,2600.9001,雅江,四川省,甘孜藏族自治州,雅江县,
56278,19.6,27,14.3,70,36,920.4,922.4,917.1,2,9.8,0.8,29,4,2020,30.0672,102.7769,818.7,天全,四川省,雅安市,天全县,
56286,21.1,25.7,17.1,56.5,31,952.8,953.9,951.2,1,3.9,0,29,4,2020,30.6136,104.2633,505.3,龙泉驿,四川省,成都市,龙泉驿区,
56357,6.5,10.1,2.3,65.5,38,647.8,649.4,646.1,2.3,8.7,0.7,29,4,2020,29.05,100.3,3727.7,稻城,四川省,甘孜藏族自治州,稻城县,
56373,19.2,28.1,14.5,66.8,29,922.7,924.4,918.8,2,9.6,0.3,29,4,2020,29.7875,102.8444,797.5,荥经,四川省,雅安市,荥经县,
56479,13.7,20.6,8.5,66.8,34,794.8,796,792.5,1.2,8.2,0.5,29,4,2020,28,102.85,2132.4001,昭觉,四川省,凉山彝族自治州,昭觉县,
56571,20.2,25.3,17.5,45.3,28,839.6,841.4,838.1,1.6,7.3,0,29,4,2020,27.9,102.2667,1590.9,西昌,四川省,凉山彝族自治州,西昌市,
57307,20.2,27.2,16.6,51.5,19,958.1,959.4,956.4,2,4.5,0,29,4,2020,31.0975,105.0772,459.9,三台,四川省,绵阳市,三台县,
57315,20.7,24.7,18.7,51.5,32,936.8,938.1,935.5,2.3,7,0,29,4,2020,31.5233,106.4025,655.7,仪陇,四川省,南充市,仪陇县,
56196,23,28.6,18.3,33.5,17,951.2,952.6,949.4,1.4,5.8,0,29,4,2020,31.45,104.7333,522.7,绵阳气象站,四川省,绵阳市,涪城区,
56493,24.8,32.4,17.3,47.3,26,975.5,977.2,973.2,1.5,5,0,29,4,2020,28.85,104.9667,292.8,南溪,四川省,宜宾市,南溪区,
56580,13.2,17.6,8.2,60.5,43,764.4,765.8,763.2,2,9,0.1,29,4,2020,27.7167,102.8,2460,布拖,四川省,凉山彝族自治州,布拖县,
57605,22,30.1,14.5,52.8,27,949.5,951.5,946.4,1,5.9,0,29,4,2020,28.0333,105.8167,537.7,古蔺,四川省,泸州市,古蔺县,
56273,18,26,13.5,74.5,34,899.5,902.4,895.9,2.5,8.4,3.6,29,4,2020,30.3914,102.8181,1022,宝兴,四川省,雅安市,宝兴县,
56291,21.5,27.7,17.4,50.5,27,957,958.1,955.2,1.4,4.9,0,29,4,2020,30.965,104.3058,468,广汉,四川省,德阳市,广汉市,
56578,21.5,26.7,18.8,51.3,34,887.6,889.2,886.1,0.8,6.8,0,29,4,2020,27.0667,102.75,993.6,宁南,四川省,凉山彝族自治州,宁南县,
56665,20.1,26.1,17.6,54.5,24,886.3,887.8,884.4,1.2,9.2,0.2,29,4,2020,26.6833,101.85,1140.3,盐边站,四川省,攀枝花市,盐边县,
56592,22.1,31.6,15.5,61.8,25,966.9,968.7,963.9,1.2,6.5,0,29,4,2020,28.4406,104.5036,378.1,高县,四川省,宜宾市,高县,
57328,22.8,29.5,16.7,52,30,970.8,972.1,968.6,1.4,5.2,0,29,4,2020,31.2075,107.5067,344.9,达川,四川省,达州市,达川区,
57411,22.6,29.5,17.1,53.8,26,970,971.5,968.8,2.2,6.1,0,29,4,2020,30.7456,106.1319,347,高坪,四川省,南充市,高坪区,
57414,24.8,30.6,20.3,43,26,963.7,965,962.1,2.1,6.3,0,29,4,2020,30.5167,106.45,403.7,岳池,四川省,广安市,岳池县,
57417,24.9,31.1,19.5,47.8,27,973.1,974.5,971.5,1,5.3,0,29,4,2020,30.35,106.2833,315.9,武胜,四川省,广安市,武胜县,
57508,24.7,31.4,19.7,48.5,26,974.3,976,972.5,1.7,4.6,0,29,4,2020,29.15,105.3667,301,泸县,四川省,泸州市,泸县,
57603,23.2,31.8,15.2,52,19,976.5,978.2,974.5,1.3,5.1,0,29,4,2020,28.8167,105.8333,283.4,合江,四川省,泸州市,合江县,
56198,21.6,31.2,15.5,48.5,23,950.7,951.8,948.7,0.9,5,0,29,4,2020,31.3167,104.5,525.7,德阳,四川省,德阳市,罗江区,
56393,24.8,31.3,20,35,19,967.1,968.2,965.2,1.4,5.7,0,29,4,2020,29.7667,104.85,369.4,资中,四川省,内江市,资中县,
56474,17.6,23.6,14.8,56,30,821.8,823.3,819.6,1.3,6.9,2,29,4,2020,28.55,102.1667,1774,冕宁,四川省,凉山彝族自治州,冕宁县,
57217,20.3,30.4,13.4,57.5,26,954.3,956,951.5,2,7.8,0,29,4,2020,32.2217,106.2556,499.3,旺苍,四川省,广元市,旺苍县,
57304,21.6,29.7,15.4,46.5,24,951.6,953.2,949.8,1.2,6.4,0,29,4,2020,31.6667,105.1667,516.5,梓潼,四川省,绵阳市,梓潼县,
57407,23.6,28,20,45.3,28,957.3,958.2,955.8,1.7,5.5,0,29,4,2020,30.2833,105.0333,462.6,乐至,四川省,资阳市,乐至县,
57507,24.6,31,17.4,47.3,27,965,966.5,963.3,2.6,5.9,0,29,4,2020,29.3311,105.2997,385.7,隆昌,四川省,内江市,隆昌市,
57604,23.5,30.3,19.1,53.5,28,967,968.7,965.1,2.1,5.8,0.2,29,4,2020,28.7872,105.3928,368.8,纳溪,四川省,泸州市,纳溪区,
56257,4.7,10,2,66.5,36,630.9,632.3,629.3,1.8,12.1,1.3,29,4,2020,30,100.2667,3948.9001,理塘国家气象站,四川省,甘孜藏族自治州,理塘县,
56287,23,29.5,18.8,49.3,30,940.8,942.5,937.9,2.5,10.1,0,29,4,2020,29.9833,103,627.6,雅安,四川省,雅安市,雨城区,
56289,24.4,29.1,20.2,39,25,960.5,961.5,958.4,1.1,4.5,0,29,4,2020,30.2,103.8667,437,彭山,四川省,眉山市,彭山区,
56381,23.9,28.7,20.3,38,24,939.2,940.5,937.4,3.1,12.4,0,29,4,2020,30.0683,103.4922,630.2,丹棱,四川省,眉山市,丹棱县,
56386,23.8,30.5,17.2,44.5,24,961.9,963.3,959.6,1,4.8,0,29,4,2020,29.5647,103.7553,424.2,乐山,四川省,乐山市,市中区,
56391,22.8,29.7,16.9,49.5,26,962.6,963.6,960.5,0.6,3.3,0,29,4,2020,30.0833,103.8167,415.4,眉山,四川省,眉山市,东坡区,
56394,25.5,32.8,18.5,37.3,20,965.6,966.8,963.2,1.7,6.7,0,29,4,2020,29.45,104.4333,384.1,荣县国家站,四川省,自贡市,荣县,
57208,21.5,31.1,14,44.8,20,949.1,951.1,945.7,1.6,10.9,0,29,4,2020,32.2833,105.5167,544.5,剑阁,四川省,广元市,剑阁县,
56387,21.1,28.9,14.8,54.3,28,938.8,940.4,935.3,1.8,6.8,0,29,4,2020,29.2281,103.2614,642.2,峨边,四川省,乐山市,峨边彝族自治县,
56485,17.6,22.9,14.4,59.5,35,874.7,875.7,872.3,1.1,4,0.2,29,4,2020,28.2667,103.5833,1255.8,雷波,四川省,凉山彝族自治州,雷波县,
56565,11.1,15.6,10.1,71.5,43,753.5,754.9,752,1.9,10.5,1.4,29,4,2020,27.4378,101.4858,2516.8,盐源,四川省,凉山彝族自治州,盐源县,
57314,20.2,25.8,17,61.3,34,964,965.7,962.8,2,6,0,29,4,2020,31.3439,106.0653,405.7,南部,四川省,南充市,南部县,
57317,21.9,29.8,16.9,60.8,31,972.4,974,971.2,1.9,7.1,0,29,4,2020,31.0283,106.4117,324.9,蓬安国家基本气象站,四川省,南充市,蓬安县,
56146,5.6,10.9,2.5,69.8,37,677.4,679.1,675.3,1.9,9,2.8,29,4,2020,31.6167,100,3393.5,甘孜基准站,四川省,甘孜藏族自治州,甘孜县,
56171,6.4,12.8,1.1,57.8,28,686.7,687.9,685.1,1.4,10.8,0,29,4,2020,32.9,101.7,3275.1,阿坝,四川省,阿坝藏族羌族自治州,阿坝县,
56184,13.2,21.9,9.9,67.8,30,811.6,814,807.8,1.7,9,3.8,29,4,2020,31.4364,103.1658,1896.7001,理县,四川省,阿坝藏族羌族自治州,理县,
56195,22.6,31.2,15.3,43.5,21,949,950.4,946.6,1.2,9.6,0,29,4,2020,31.8,104.7333,543.1,江油,四川省,绵阳市,江油市,
56276,21.5,27.7,16.6,70.5,32,957,958.2,955.1,0.9,3.9,1.2,29,4,2020,30.45,103.8167,467,新津,四川省,成都市,新津区,
56295,22.8,26.9,18.7,43.3,23,959,959.9,957.5,1.9,6.3,0,29,4,2020,30.3833,104.55,448.5,简阳,四川省,成都市,简阳市,
56376,19.9,25.4,15.9,52.5,24,890.4,891.9,886.7,2.7,11.5,4.5,29,4,2020,29.3436,102.6367,1098,汉源,四川省,雅安市,汉源县,
57318,23,29.9,15.9,56.8,25,963.6,965.1,962.5,2.3,5.5,0,29,4,2020,31.0553,106.5811,406.2,营山,四川省,南充市,营山县,
56187,20.9,28.3,16.2,59.3,26,948.3,949.6,946.4,1.4,5.6,0.1,29,4,2020,30.7489,103.8611,547.7,温江气候观象台,四川省,成都市,温江区,
56152,1.3,7.5,-2.3,71.3,40,635.9,636.5,634.5,0.7,10.5,0.3,29,4,2020,32.2833,100.3333,3893.9001,色达,四川省,甘孜藏族自治州,色达县,
56167,7.7,16,2.5,71.3,35,709,711,705.5,3,12.7,3.6,29,4,2020,30.9714,101.1186,3008.6,道孚,四川省,甘孜藏族自治州,道孚县,
56185,10.6,19,6.4,61,20,763.7,765.3,760.2,0.9,12,0.6,29,4,2020,32.0833,102.9833,2400.1,黑水,四川省,阿坝藏族羌族自治州,黑水县,
56097,18.2,29.2,10.6,46,14,854.7,857.5,850.2,1.6,11.1,0,29,4,2020,33.2606,104.2456,1440.5,九寨沟,四川省,阿坝藏族羌族自治州,九寨沟县,
56158,4.4,10.3,0.5,79,47,674.8,676.3,672.6,5.4,13.8,3.1,29,4,2020,31.3858,100.6636,3414.4001,炉霍,四川省,甘孜藏族自治州,炉霍县,
56181,20.9,28.6,15.3,67,26,949,950.3,947.1,1.1,6.5,0.4,29,4,2020,30.6833,103.7,541.7,崇州,四川省,成都市,崇州市,
56182,7.1,17.1,0.5,61.3,16,721,722.6,718.3,2,10.4,0,29,4,2020,32.6667,103.6,2881.3,松潘,四川省,阿坝藏族羌族自治州,松潘县,
56279,19.3,28.3,14.1,69.3,31,928.2,930.5,924.9,1.7,7.6,0,29,4,2020,30.1614,102.9425,744.1,芦山,四川省,雅安市,芦山县,
56172,8.7,17.7,5.4,66.8,27,738.4,739.3,735.5,1.1,7.7,0.2,29,4,2020,31.9,102.2333,2664.4001,马尔康,四川省,阿坝藏族羌族自治州,马尔康市,
56385,5.9,11.2,2.5,77,55,704.6,706,703.5,1.7,8.9,3.2,29,4,2020,29.5214,103.3356,3069.9001,峨眉山气象站,四川省,乐山市,峨眉山市,
56675,14.8,20.5,12.7,72.3,39,830.6,831.9,828.9,0.6,7.5,0.4,29,4,2020,26.65,102.5833,1694.5,会东,四川省,凉山彝族自治州,会东县,
57237,18.2,28.1,12,61.5,27,936.5,937.9,934,1.9,5.2,0,29,4,2020,32.0667,108.0333,674,万源,四川省,达州市,万源市,
56388,24,31.3,17.2,50,23,961.9,963.4,959.5,0.8,5.7,0,29,4,2020,29.4069,103.8244,421,五通桥,四川省,乐山市,五通桥区,
56197,21.9,29.3,16.1,47.3,24,949.5,950.6,947.6,1.7,6.1,0,29,4,2020,31.15,104.1667,535.7,什邡,四川省,德阳市,什邡市,
56297,24.6,30.4,20.4,35.5,22,960.2,961.1,958.4,2.7,7.2,0,29,4,2020,30.0425,104.1392,435.4,仁寿国家气象观测站,四川省,眉山市,仁寿县,
56164,4.4,12.8,-0.4,66,28,685.4,686.3,683,1.8,9.3,1.5,29,4,2020,32.2742,100.9642,3292.9001,壤塘,四川省,阿坝藏族羌族自治州,壤塘县,
56173,4.6,12.3,-2.1,61.8,22,668.7,669.9,666.9,2,10.1,0,29,4,2020,32.8,102.55,3491.6,红原,四川省,阿坝藏族羌族自治州,红原县,
56178,11.9,19.1,8.1,55,25,762.1,764,758.6,2.5,11.9,0.1,29,4,2020,30.9958,102.3561,2438,小金,四川省,阿坝藏族羌族自治州,小金县,
56168,14.2,20.7,10.3,56.8,32,784.1,786.1,781.5,1.5,7.2,0,29,4,2020,31.4833,102.0667,2168.9001,金川,四川省,阿坝藏族羌族自治州,金川县,
56396,25.7,32.1,20.3,39.3,24,968.8,970.2,966.6,1.4,5.2,0,29,4,2020,29.35,104.7667,352.6,自贡,四川省,自贡市,自流井区,
56462,10.4,16.6,7.6,67,34,715.8,717.5,713.7,3.7,13.9,2.2,29,4,2020,29,101.5,2925,九龙,四川省,甘孜藏族自治州,九龙县,
56492,24,30.8,18.9,45,26,952.7,954.2,950.4,3.3,8,0,29,4,2020,28.7689,104.6053,502.8,宜宾,四川省,宜宾市,翠屏区,
56593,24.9,31.3,19.8,42.5,27,961.9,963.6,959.6,1.5,6.2,0,29,4,2020,28.595,104.9456,418,长宁,四川省,宜宾市,长宁县,
57326,21.3,29.4,14.5,63.8,35,966.5,967.9,964,1.6,4.6,0,29,4,2020,31.3667,107.7167,389.4,宣汉,四川省,达州市,宣汉县,
57403,21.3,27.7,16.2,57.3,28,969.4,970.5,967.8,1.6,4.5,0,29,4,2020,30.5925,105.2283,354,大英,四川省,遂宁市,大英县,
56183,18.7,26,13.4,45,20,862.2,864.4,858.2,3,10.8,0,29,4,2020,31.4956,103.6183,1370.1,汶川,四川省,阿坝藏族羌族自治州,汶川县,
56199,21.3,27.2,17.7,49.5,18,957.8,959.1,956.2,1.8,4.5,0,29,4,2020,31.0428,104.7058,459.6,中江,四川省,德阳市,中江县,
56478,17.6,23.7,14,56.5,32,816.1,817.6,814,1.7,9.1,1,29,4,2020,28.3,102.4333,1818.1,喜德,四川省,凉山彝族自治州,喜德县,
56491,23.6,29.8,18.4,42.8,24,955.5,957.1,953.2,5.2,9.5,0,29,4,2020,28.6922,104.5053,476.9,叙州,四川省,宜宾市,叙州区,
57416,22.7,31.1,15.4,52,21,965.5,967,963.3,1,4.1,0,29,4,2020,30.3333,106.9333,391.5,邻水,四川省,广安市,邻水县,
56374,9,13.6,6.9,84.3,45,745.1,746.7,743.5,1.9,9.7,4.7,29,4,2020,30.05,101.9667,2615.7,康定,四川省,甘孜藏族自治州,康定市,
57313,20,23.5,16.4,62.8,44,948,949.3,946.8,0.9,5.1,0,29,4,2020,31.8872,106.785,556.7,巴中,四川省,巴中市,巴州区,
57503,24.6,31.7,17.4,45.8,24,969,970.3,967.2,1.4,6.1,0,29,4,2020,29.6167,105.1167,349.7,东兴区,四川省,内江市,东兴区,
56186,22.5,29.5,16.4,40,23,943.7,944.8,941.7,1.4,6.1,0,29,4,2020,31.3333,104.2,589,绵竹,四川省,德阳市,绵竹市,
56193,21,31.7,12.6,39.5,15,911.7,914.1,907.4,1.8,7.2,0,29,4,2020,32.4167,104.5167,893.2,平武县城,四川省,绵阳市,平武县,
56247,13.5,19.4,8.6,52.8,24,743.9,745.9,740.2,1.2,11.2,0.1,29,4,2020,30,99.1,2589.2,巴塘,四川省,甘孜藏族自治州,巴塘县,
56251,5.9,12.6,2.1,81.3,39,698.8,700.5,695.7,2.2,11.5,9.5,29,4,2020,30.9333,100.3167,3000,新龙,四川省,甘孜藏族自治州,新龙县,
56296,21.7,26,17.9,43.5,21,954.1,955.1,952.3,1.6,5.9,0,29,4,2020,30.8128,104.4253,493.5,金堂,四川省,成都市,金堂县,
56382,23.8,29.2,17.9,42.5,28,955.9,957.1,953.9,2,8,0,29,4,2020,29.7533,103.5522,475,夹江,四川省,乐山市,夹江县,
56441,16.5,20.8,13,43.5,27,760.4,762.4,757.7,3,7.9,0,29,4,2020,28.7167,99.2833,2422.9001,得荣,四川省,甘孜藏族自治州,得荣县,
56496,22.7,31,14.3,62.5,26,967.6,969.3,965,1.2,4.7,0,29,4,2020,28.3303,105.2589,367,兴文,四川省,宜宾市,兴文县,
57402,20.7,26,17.2,59.8,41,965.8,967.2,964.5,2,5.9,0,29,4,2020,30.7667,105.7,394.5,蓬溪,四川省,遂宁市,蓬溪县,
56038,0.4,5.4,-1.1,59.3,26,613.9,614.6,612.5,1.6,10.1,0.6,29,4,2020,32.9833,98.1,4200,石渠,四川省,甘孜藏族自治州,石渠县,
56079,4.7,12,-1.9,57.8,20,672.9,674.4,671.4,2.1,13.5,0,29,4,2020,33.5833,102.9667,3441.4001,若尔盖,四川省,阿坝藏族羌族自治州,若尔盖县,
56147,7.3,11.4,4.3,79.5,57,704.1,705.9,701.9,2,6.3,2.5,29,4,2020,31.2167,98.8333,3260,白玉,四川省,甘孜藏族自治州,白玉县,
56190,22.2,30.8,14.9,46,21,951.4,952.7,949.4,1.6,7.1,0,29,4,2020,31.55,104.55,519.4,安州,四川省,绵阳市,安州区,
56194,23.5,30.4,17.6,35.5,20,943,944.3,941.1,2.9,8.2,0,29,4,2020,31.6333,104.45,597.2,北川,四川省,绵阳市,北川羌族自治县,
56272,21.5,28.3,17,55.3,30,947,948.3,945.1,0.7,4.1,0.1,29,4,2020,30.8167,103.8833,558.5,郫都,四川省,成都市,郫都区,
56498,21.4,31.2,14.9,58,24,948.2,949.7,945.5,1.4,5.7,0,29,4,2020,28.1542,104.5042,549,筠连,四川省,宜宾市,筠连县,
57216,21.2,29.9,14.8,47.5,27,945.8,947.4,942.9,1.4,8.8,0,29,4,2020,32.35,106.8333,579.3,南江,四川省,巴中市,南江县,
57413,23.4,32.6,16,57,27,974.6,976,972.9,3.6,7.6,0,29,4,2020,30.8564,106.9983,305.7,渠县,四川省,达州市,渠县,
56144,6.1,11.7,2.4,58.8,36,690.6,692.3,687.6,2.6,7.7,4.9,29,4,2020,31.8,98.5833,3184,德格基本气象站,四川省,甘孜藏族自治州,德格县,
56298,23.3,29.3,17.7,43.5,23,962.2,963.2,960.6,1.9,6.7,0,29,4,2020,30.1333,104.6,417,资阳,四川省,资阳市,雁江区,
56395,25.7,33.4,19.1,39,21,969,970.3,966.9,1.4,7.7,0,29,4,2020,29.5167,104.6667,351.1,威远,四川省,内江市,威远县,
57306,20.7,27.4,16.3,57,35,966.8,968.6,965.2,1.1,3.5,0.1,29,4,2020,31.5842,105.9775,382.6,阆中,四川省,南充市,阆中市,
57420,23.3,31.2,15.7,49.3,22,962.8,964.3,960.7,1.5,5,0,29,4,2020,30.7542,107.1864,418,大竹,四川省,达州市,大竹县,
56281,22,28.1,17.6,51.8,23,945,946.6,943,1.8,6.9,0,29,4,2020,30.2003,103.4892,578.4,蒲江,四川省,成都市,蒲江县,
56384,22.4,30.7,15.2,56.8,27,961.5,962.8,959.3,1.8,7.1,0,29,4,2020,29.595,103.5906,423.5,峨眉,四川省,乐山市,峨眉山市,
56399,24.4,32.8,18.5,50.8,23,974.1,975.6,971.9,1.4,4.6,0,29,4,2020,29.1833,104.9833,306.2,富顺,四川省,自贡市,富顺县,
57204,19.6,31.1,10.6,49,21,923.5,925.8,919.7,1.1,7.4,0,29,4,2020,32.5667,105.2167,782,青川,四川省,广元市,青川县,
57308,19.5,24.7,15,62.5,33,962.2,964,960.8,1.3,5.1,0.4,29,4,2020,31.2167,105.3833,421.3,盐亭,四川省,绵阳市,盐亭县,
57320,16.9,22.4,11.8,77.3,41,956.7,957.8,954.7,1.1,4.5,0,29,4,2020,31.9333,107.2167,482.4,通江,四川省,巴中市,通江县,
56263,16.3,22.9,10.5,54.5,29,804.9,807.6,799.5,3.8,11.8,0.8,29,4,2020,30.8833,101.8833,1949.7001,丹巴国家站,四川省,甘孜藏族自治州,丹巴县,
56378,21.3,27.9,17.9,61,27,912,913.8,907.8,2,9.4,2.2,29,4,2020,29.2333,102.35,890.7,石棉,四川省,雅安市,石棉县,
56390,23,31.9,15.3,56,22,963.4,964.7,960.9,1.1,9.5,0,29,4,2020,29.6667,104.0667,404.4,井研,四川省,乐山市,井研县,
56480,18.2,26.6,12.5,74,32,947.7,948.9,944.5,1,3.5,1.2,29,4,2020,28.8167,103.5333,564.1,马边,四川省,乐山市,马边彝族自治县,
56389,22.5,31,15.9,55.8,26,965.8,967.2,963.3,1.2,5.9,0,29,4,2020,29.2,103.95,387.6,犍为,四川省,乐山市,犍为县,
57329,22.7,31.4,16,55.5,23,957.6,958.9,955.2,1.8,6.8,0.1,29,4,2020,31.1,107.85,467.5,开江,四川省,达州市,开江县,
57408,22.4,28.3,16.6,36.3,13,965.8,966.9,964.2,2.5,5.3,0,29,4,2020,30.1103,105.3219,383.6,安岳,四川省,资阳市,安岳县,
56180,17,24.2,10.7,50,23,840.7,842.7,837.5,2.1,10.7,0,29,4,2020,31.6833,103.85,1590.1,茂县,四川省,阿坝藏族羌族自治州,茂县,
56280,8.5,10.4,7.1,91.5,68,947.8,950.7,945.4,0.9,3.2,0,27,11,2020,30.0833,103.1167,691.3,名山,四川省,雅安市,名山区,
56371,8.3,10.5,7,52.8,45,864,866.7,861.6,2.5,8.8,0,27,11,2020,29.8878,102.2131,1403.2001,泸定,四川省,甘孜藏族自治州,泸定县,
56487,3.8,5.5,1.8,82.8,73,811.8,814.2,809.6,1.3,4.5,0,27,11,2020,28.3333,103.1333,1943.9,美姑,四川省,凉山彝族自治州,美姑县,
56499,10.5,12.8,9,91.5,74,984.8,987.2,966.9,0.5,4.3,999990,27,11,2020,28.3833,104.7833,368.2,珙县,四川省,宜宾市,珙县,
56569,13.6,22.9,5.7,65.5,32,864.8,868.4,861.7,3.2,13.3,0,27,11,2020,27.4167,102.1833,1380,德昌,四川省,凉山彝族自治州,德昌县,
57206,7.6,10.1,4.2,72.3,56,965.3,967.7,963.5,1.4,7.3,999990,27,11,2020,32.4244,105.8997,545.4,广元,四川省,广元市,利州区,
