区站号,平均气温,最高气温,最低气温,平均相对湿度,最小相对湿度,平均气压,最高本站气压,最低本站气压,平均2分钟风速,极大风速,20-20时降水量,日,月,年,纬度,经度,测站高度,站名,省名,地市名,区县名,Unnamed: 23
56296,12.8,16.1,10.5,72,54,959,963.3,954.6,2.7,7.1,0,5,3,2020,30.8128,104.4253,493.5,金堂,四川省,成都市,金堂县,
56382,13.2,17.4,10,72,51,960.9,965.3,956.1,0.8,3.9,0,5,3,2020,29.7533,103.5522,475,夹江,四川省,乐山市,夹江县,
56441,11.2,18.5,5.2,32.8,12,758.4,761.6,754.2,2.4,10.8,0,5,3,2020,28.7167,99.2833,2422.9001,得荣,四川省,甘孜藏族自治州,得荣县,
56496,13,16.3,10.9,80.5,58,973.2,978.2,968.8,0.6,2.3,0,5,3,2020,28.3303,105.2589,367,兴文,四川省,宜宾市,兴文县,
57402,11.3,17.4,6,76.3,43,972.3,976.9,967.6,1.3,6,0,5,3,2020,30.7667,105.7,394.5,蓬溪,四川省,遂宁市,蓬溪县,
56198,11,14.5,8.6,82.5,55,955.9,959.7,951.8,1.7,7,0.3,5,3,2020,31.3167,104.5,525.7,德阳,四川省,德阳市,罗江区,
56393,13.6,18.4,10.4,67,37,973.4,978.2,968.4,1.5,4.4,999990,5,3,2020,29.7667,104.85,369.4,资中,四川省,内江市,资中县,
56474,11.3,21.5,4.1,55.8,22,818.8,823,812.8,1.9,10.4,0.2,5,3,2020,28.55,102.1667,1774,冕宁,四川省,凉山彝族自治州,冕宁县,
57217,11.4,14.3,9.1,63.8,47,959.6,963.7,955.5,1.2,5.2,0,5,3,2020,32.2217,106.2556,499.3,旺苍,四川省,广元市,旺苍县,
57304,9.7,13.7,7.1,84.3,59,957.1,961.4,953.1,0.9,4.3,0,5,3,2020,31.6667,105.1667,516.5,梓潼,四川省,绵阳市,梓潼县,
57407,11.7,17.5,8.2,80.5,50,963,967.5,958.3,1.6,5.7,0,5,3,2020,30.2833,105.0333,462.6,乐至,四川省,资阳市,乐至县,
57507,13.2,16.6,10.7,70,51,971.3,976.2,966.8,1.8,4.9,0,5,3,2020,29.3311,105.2997,385.7,隆昌,四川省,内江市,隆昌市,
57604,12.5,15.4,10.2,75,59,973.1,978,968.7,1.8,6,0,5,3,2020,28.7872,105.3928,368.8,纳溪,四川省,泸州市,纳溪区,
56298,12.9,17.4,9.2,78,50,968,972.5,963.2,1.7,6.3,0,5,3,2020,30.1333,104.6,417,资阳,四川省,资阳市,雁江区,
56395,14.3,19,11,66.5,42,975.4,980.3,970.4,1.7,5.5,0,5,3,2020,29.5167,104.6667,351.1,威远,四川省,内江市,威远县,
57306,12.7,16.2,10.5,73.8,51,973,977.6,968.8,1.1,4,0,5,3,2020,31.5842,105.9775,382.6,阆中,四川省,南充市,阆中市,
57420,9.8,13.1,6,86.5,62,969.6,973.9,965.4,1.2,2.4,0,5,3,2020,30.7542,107.1864,418,大竹,四川省,达州市,大竹县,
56263,10.4,20,3.8,58,26,800.6,804.5,793.6,1.9,13.4,0,5,3,2020,30.8833,101.8833,1949.7001,丹巴国家站,四川省,甘孜藏族自治州,丹巴县,
56378,14.6,21.2,10.5,54.5,34,912,917.1,905.1,1.9,6.2,0,5,3,2020,29.2333,102.35,890.7,石棉,四川省,雅安市,石棉县,
56390,13.5,18.7,10,71.3,46,968.8,973.4,964.2,1.5,5.2,0,5,3,2020,29.6667,104.0667,404.4,井研,四川省,乐山市,井研县,
56480,13,16.3,10.2,71.8,49,950.6,955.3,946,1.8,6.7,0,5,3,2020,28.8167,103.5333,564.1,马边,四川省,乐山市,马边彝族自治县,
57329,10.3,14.3,7.2,76.3,45,963.9,968.4,959.6,0.7,5.9,0,5,3,2020,31.1,107.85,467.5,开江,四川省,达州市,开江县,
57408,11.4,17.3,7.8,75.5,47,972.2,976.8,967.4,2.3,7.1,0,5,3,2020,30.1103,105.3219,383.6,安岳,四川省,资阳市,安岳县,
56389,14.3,19.8,10.9,68,39,970.9,975.6,966,0.7,5.9,0,5,3,2020,29.2,103.95,387.6,犍为,四川省,乐山市,犍为县,
56180,6.8,9.4,5.7,71.5,61,839.2,843.9,835,3.4,13.2,0,5,3,2020,31.6833,103.85,1590.1,茂县,四川省,阿坝藏族羌族自治州,茂县,
56038,-4.7,1.6,-9.5,53,29,606.5,607.5,604.5,3.4,14.1,0,5,3,2020,32.9833,98.1,4200,石渠,四川省,甘孜藏族自治州,石渠县,
56079,-2.8,6.6,-10.2,62.8,29,664.8,667.8,662,1.9,8.9,0,5,3,2020,33.5833,102.9667,3441.4001,若尔盖,四川省,阿坝藏族羌族自治州,若尔盖县,
56147,4,13.4,-4.6,46.8,17,697.9,701.6,694.4,1.9,8.4,0,5,3,2020,31.2167,98.8333,3260,白玉,四川省,甘孜藏族自治州,白玉县,
56490,15.7,19.9,14.2,83.3,50,977.1,981,973.1,0.8,6.2,1.5,16,10,2020,28.9508,103.8983,424,沐川,四川省,乐山市,沐川县,
56671,15.1,21,11.9,87.8,64,824.9,827.2,820.7,1.5,8,17.4,16,10,2020,26.65,102.25,1787.3,会理,四川省,凉山彝族自治州,会理市,
57303,15.5,20.2,12.4,70.3,39,972.1,974.8,969,1.5,8.3,2.2,16,10,2020,31.7333,105.9167,459.9,苍溪,四川省,广元市,苍溪县,
57309,14.5,17.6,12.9,87,60,981.2,983.3,977.8,2,7.3,7.1,16,10,2020,30.9786,105.8819,378.4,西充,四川省,南充市,西充县,
57600,13.7,15.5,13,94.5,77,976.8,980.1,972.9,2,8.5,8.2,16,10,2020,28.7119,105.0603,420.9,江安,四川省,宜宾市,江安县,
56164,7.2,13,4.8,62.5,50,686,689,681.7,1.4,8.8,999990,16,10,2020,32.2742,100.9642,3292.9001,壤塘,四川省,阿坝藏族羌族自治州,壤塘县,
56173,0.2,2.4,-1.3,90.3,76,671.1,673.5,668.7,2.9,7.5,6.9,16,10,2020,32.8,102.55,3491.6,红原,四川省,阿坝藏族羌族自治州,红原县,
56281,15.8,20.3,12.9,76.8,46,959,962.4,955.3,1.6,6.7,0.3,16,10,2020,30.2003,103.4892,578.4,蒲江,四川省,成都市,蒲江县,
56384,17,20.7,14.1,100,100,976.4,979.9,972.8,2.2,10.2,999990,16,10,2020,29.595,103.5906,423.5,峨眉,四川省,乐山市,峨眉山市,
56399,14.8,17.3,13.7,90.3,64,989.9,992.7,986.1,1.6,6.9,3.7,16,10,2020,29.1833,104.9833,306.2,富顺,四川省,自贡市,富顺县,
57204,12.4,15.7,10.7,86.3,56,937.1,939.7,933.6,1.1,8.5,999990,16,10,2020,32.5667,105.2167,782,青川,四川省,广元市,青川县,
57308,15.4,20.9,12.5,74.5,38,976.3,978.7,973.2,2.2,10.3,1.5,16,10,2020,31.2167,105.3833,421.3,盐亭,四川省,绵阳市,盐亭县,
57320,14.7,17.6,12.3,71.5,44,969.1,971.4,966.1,1.4,7,2.9,16,10,2020,31.9333,107.2167,482.4,通江,四川省,巴中市,通江县,
56285,15.9,20.8,13.2,78,46,962.4,965.6,958.8,2.3,7.8,1.9,16,10,2020,30.5639,103.4653,544.7,大邑国家基本气象站,四川省,成都市,大邑县,
56443,15.8,24,7.7,44.8,21,722.8,726,719.2,3.2,13,0,16,10,2020,28.9333,99.8,2842,乡城,四川省,甘孜藏族自治州,乡城县,
56459,17.2,22.5,13.9,71.3,49,766.2,768.7,763.4,1.1,9.1,2.2,16,10,2020,27.9333,101.275,2426.5,木里,四川省,凉山彝族自治州,木里藏族自治县,
56475,11.5,14,10.3,75.8,52,841.6,845.1,837.3,1.2,6.6,999990,16,10,2020,28.65,102.5167,1659.5,越西,四川省,凉山彝族自治州,越西县,
56494,16,19.3,13.8,78.8,53,981,984.6,977,2.4,11.9,0.7,16,10,2020,28.8394,104.3319,386.5,屏山,四川省,宜宾市,屏山县,
56575,13.6,18.7,10.8,84.5,62,853.9,857.3,847.5,1.7,8,2.4,16,10,2020,27.3731,102.5478,1530.7001,普格,四川省,凉山彝族自治州,普格县,
56674,19.1,25.5,14.7,82,51,874.1,876.2,868.9,2.9,9.3,11.3,16,10,2020,26.4947,101.7492,1280.6,仁和国家气象观测站,四川省,攀枝花市,仁和区,
56280,14.8,19.2,12,100,100,946.6,949.9,942.6,1.7,5.2,2.9,16,10,2020,30.0833,103.1167,691.3,名山,四川省,雅安市,名山区,
56371,13.1,16,11.4,64.3,39,865.7,868.6,860.7,2.6,12,0,16,10,2020,29.8878,102.2131,1403.2001,泸定,四川省,甘孜藏族自治州,泸定县,
56487,9.3,11.8,8.1,82.8,60,813.1,816.1,808.4,1.5,8.2,999990,16,10,2020,28.3333,103.1333,1943.9,美姑,四川省,凉山彝族自治州,美姑县,
56499,14.6,16.9,13.6,90.3,74,982.8,986.3,978.7,1.1,5.2,4.8,16,10,2020,28.3833,104.7833,368.2,珙县,四川省,宜宾市,珙县,
56569,16.4,21.1,14.5,62.8,56,865.7,868.7,858.9,5,16.7,999990,16,10,2020,27.4167,102.1833,1380,德昌,四川省,凉山彝族自治州,德昌县,
57206,14.9,18.8,12.5,69.5,43,963,965.8,959.7,1.6,12.1,999990,16,10,2020,32.4244,105.8997,545.4,广元,四川省,广元市,利州区,
57324,14.8,18.4,12.8,86.5,49,982.3,984.5,979.3,1.4,7.1,5.2,16,10,2020,31.5833,107.0833,364.2,平昌,四川省,巴中市,平昌县,
57401,15.1,19.7,12.9,80.3,45,980.7,983.2,977.4,1.8,7.5,3.9,16,10,2020,30.8667,105.3667,383.3,射洪站,四川省,遂宁市,射洪市,
57415,14.4,16.5,12.7,93.8,73,979.2,981.4,975.7,2.2,7.6,9.9,16,10,2020,30.5333,106.6333,394.5,广安,四川省,广安市,广安区,
56273,13.1,16.2,11.4,81.8,52,910.6,914.1,906.1,2.1,9.5,0,16,10,2020,30.3914,102.8181,1022,宝兴,四川省,雅安市,宝兴县,
56291,16.9,22.2,13.7,71,31,971.3,974.5,968,1.1,7.7,0,16,10,2020,30.965,104.3058,468,广汉,四川省,德阳市,广汉市,
56578,14.9,20.9,13.3,90.5,65,895.2,898.9,888,1,4.4,18,16,10,2020,27.0667,102.75,993.6,宁南,四川省,凉山彝族自治州,宁南县,
56665,18.2,26.9,14.5,82.5,50,888.7,891,883,2.4,12.9,6.9,16,10,2020,26.6833,101.85,1140.3,盐边站,四川省,攀枝花市,盐边县,
56380,15.8,19.2,12.5,76.5,53,960,963.3,956.1,3.4,11.3,0.3,16,10,2020,29.8764,103.3581,571.2,洪雅,四川省,眉山市,洪雅县,
56383,16.3,20.3,13.9,74.8,47,973,976.3,969.3,1.5,4.7,999990,16,10,2020,29.8333,103.8667,455.2,青神国家气象观测站,四川省,眉山市,青神县,
56670,17.3,24.5,14.8,93,63,889.9,892.8,883,2.1,12.8,9.6,16,10,2020,26.9167,102.1167,1136.9,米易,四川省,攀枝花市,米易县,
56592,15.1,17.3,13.8,90.5,72,982.4,985.8,978.2,1.2,8.3,0.4,16,10,2020,28.4406,104.5036,378.1,高县,四川省,宜宾市,高县,
57405,14.6,17.8,12.8,90.5,64,983.9,986.4,980.5,1.6,8.2,5.7,16,10,2020,30.5,105.55,355,遂宁国家基本气象站,四川省,遂宁市,船山区,
57608,14.3,15.5,13.8,95,81,981.7,984.3,977.3,0.9,6.1,10.2,16,10,2020,28.1653,105.4317,377.5,叙永,四川省,泸州市,叙永县,
57328,15.3,18.3,13.6,85.3,67,984.2,986.3,980.9,1.3,6.9,3.9,16,10,2020,31.2075,107.5067,344.9,达川,四川省,达州市,达川区,
57411,14.1,16.2,13.2,99.5,78,984.6,986.9,981.2,1.7,9.1,9.9,16,10,2020,30.7456,106.1319,347,高坪,四川省,南充市,高坪区,
57414,14.3,16,13.1,92.8,76,977.9,980.2,974.5,2.1,8.1,7,16,10,2020,30.5167,106.45,403.7,岳池,四川省,广安市,岳池县,
57417,14.4,15.7,13.7,100,95,988,990.3,984.5,1.6,5.4,9.5,16,10,2020,30.35,106.2833,315.9,武胜,四川省,广安市,武胜县,
57508,14.5,15.3,13.9,93.5,83,990.4,993.1,986.5,1,5.8,4.2,16,10,2020,29.15,105.3667,301,泸县,四川省,泸州市,泸县,
57603,14.3,15.2,14,93.8,87,992.5,995,988.6,1,5.6,6.8,16,10,2020,28.8167,105.8333,283.4,合江,四川省,泸州市,合江县,
56182,5,8.5,2.6,74.5,58,724.5,726.7,720.7,2.9,9.2,0.4,16,10,2020,32.6667,103.6,2881.3,松潘,四川省,阿坝藏族羌族自治州,松潘县,
56571,15.3,20.3,12.1,62,50,845.6,849,838.6,2,7.7,0.3,16,10,2020,27.9,102.2667,1590.9,西昌,四川省,凉山彝族自治州,西昌市,
57307,15.8,20.6,12.6,69.5,39,972,974.7,968.8,2.1,8.6,0.1,16,10,2020,31.0975,105.0772,459.9,三台,四川省,绵阳市,三台县,
56190,16.2,21.7,13.4,78.3,37,965.4,968.4,962.1,1,4.5,0,16,10,2020,31.55,104.55,519.4,安州,四川省,绵阳市,安州区,
56194,15.6,20.5,13,80.3,46,956.7,959.7,953.4,1,4.7,999990,16,10,2020,31.6333,104.45,597.2,北川,四川省,绵阳市,北川羌族自治县,
56272,15.7,20.5,13.2,84.5,50,960.9,964,957.8,0.9,4.2,999990,16,10,2020,30.8167,103.8833,558.5,郫都,四川省,成都市,郫都区,
56498,13.9,16.2,12.8,94.3,72,962.8,966.1,958.6,1.1,5.2,2.2,16,10,2020,28.1542,104.5042,549,筠连,四川省,宜宾市,筠连县,
57315,13.6,16.1,11.4,79.3,61,949.5,951.7,946.3,2.9,8.6,6.5,16,10,2020,31.5233,106.4025,655.7,仪陇,四川省,南充市,仪陇县,
56267,14.1,25.2,7.8,65.8,26,739.1,742.9,734.5,1.4,7.9,0,16,10,2020,30.0333,101.0167,2600.9001,雅江,四川省,甘孜藏族自治州,雅江县,
56278,13.6,17.8,11.4,90.5,57,932.9,936.5,928.6,1,4.2,4.7,16,10,2020,30.0672,102.7769,818.7,天全,四川省,雅安市,天全县,
56286,16.2,21.4,13,73,37,966.9,969.9,963.5,1.7,7.9,999990,16,10,2020,30.6136,104.2633,505.3,龙泉驿,四川省,成都市,龙泉驿区,
56357,10.2,18.3,3.8,48.5,20,649.6,651.9,647.1,2.3,11.1,0,16,10,2020,29.05,100.3,3727.7,稻城,四川省,甘孜藏族自治州,稻城县,
56373,13.3,16.6,11.7,89.5,62,935.4,939.1,930.9,1.2,2.6,1.6,16,10,2020,29.7875,102.8444,797.5,荥经,四川省,雅安市,荥经县,
56479,7.7,10.1,6.8,86.8,67,801.8,804.8,797.4,1.4,7,0.5,16,10,2020,28,102.85,2132.4001,昭觉,四川省,凉山彝族自治州,昭觉县,
57216,13.5,17.2,12,80.8,57,958.8,961.3,955.8,1.7,8.2,0.6,16,10,2020,32.35,106.8333,579.3,南江,四川省,巴中市,南江县,
57413,15.1,17.4,13.4,94.8,78,989.1,991.4,985.6,2.1,7.2,7.7,16,10,2020,30.8564,106.9983,305.7,渠县,四川省,达州市,渠县,
56197,16.2,21.1,13.5,73.3,34,963.5,966.7,960.4,1.1,4.8,999990,16,10,2020,31.15,104.1667,535.7,什邡,四川省,德阳市,什邡市,
56297,16.4,20.2,13.6,79.3,54,975,978,971.6,2,7.3,0.5,16,10,2020,30.0425,104.1392,435.4,仁寿国家气象观测站,四川省,眉山市,仁寿县,
56152,5.2,11.4,2.9,70.8,38,635.9,638.6,632.1,3.9,11.1,0.7,16,10,2020,32.2833,100.3333,3893.9001,色达,四川省,甘孜藏族自治州,色达县,
56167,12.3,22.4,7.2,59.8,25,706.4,710.5,702.2,1.1,7.7,0,16,10,2020,30.9714,101.1186,3008.6,道孚,四川省,甘孜藏族自治州,道孚县,
56185,9.6,13.5,7.3,62.3,48,766.9,770.4,762.2,1.4,6,999990,16,10,2020,32.0833,102.9833,2400.1,黑水,四川省,阿坝藏族羌族自治州,黑水县,
56144,11.8,22.7,4.4,58.8,26,686.9,691.2,681.9,1.2,7,0,16,10,2020,31.8,98.5833,3184,德格基本气象站,四川省,甘孜藏族自治州,德格县,
56257,9.5,16.7,5.5,50.8,24,632.5,635.1,630.2,2.4,9.2,0,16,10,2020,30,100.2667,3948.9001,理塘国家气象站,四川省,甘孜藏族自治州,理塘县,
56287,15,19.4,12.3,86.5,52,954.7,958,950.6,1,5.1,2.4,16,10,2020,29.9833,103,627.6,雅安,四川省,雅安市,雨城区,
56289,17.2,21.7,14.6,75.8,43,975,978.4,971.5,1.4,4.8,999990,16,10,2020,30.2,103.8667,437,彭山,四川省,眉山市,彭山区,
56381,15.5,19.3,12.2,76.3,49,953.1,956.4,949.5,2.2,9.2,999990,16,10,2020,30.0683,103.4922,630.2,丹棱,四川省,眉山市,丹棱县,
56386,16.7,20.3,14.3,77,46,976.5,980.1,973,1.6,5.7,0.1,16,10,2020,29.5647,103.7553,424.2,乐山,四川省,乐山市,市中区,
56391,16.6,21.1,14.1,76.3,45,977.4,980.7,973.7,0.6,3.1,999990,16,10,2020,30.0833,103.8167,415.4,眉山,四川省,眉山市,东坡区,
56394,16.1,19.4,14,83,57,981.1,984.2,977.3,1.7,5.4,0.1,16,10,2020,29.45,104.4333,384.1,荣县国家站,四川省,自贡市,荣县,
57208,15.3,19.5,12.9,65.8,37,963.1,966,959.7,1.4,12.1,999990,16,10,2020,32.2833,105.5167,544.5,剑阁,四川省,广元市,剑阁县,
56168,15.1,21.2,12,62.8,34,784.8,789.3,777.6,0.9,3.7,0,16,10,2020,31.4833,102.0667,2168.9001,金川,四川省,阿坝藏族羌族自治州,金川县,
56195,15.7,20.5,13,78.3,42,963,965.9,959.6,0.5,5.4,0,16,10,2020,31.8,104.7333,543.1,江油,四川省,绵阳市,江油市,
56276,16.4,21,13.9,81.5,46,971.3,974.7,967.8,1.1,4.2,999990,16,10,2020,30.45,103.8167,467,新津,四川省,成都市,新津区,
56295,15.7,20.9,12.9,75.5,39,973.3,976,969.9,2.1,8.9,1.8,16,10,2020,30.3833,104.55,448.5,简阳,四川省,成都市,简阳市,
56376,13.4,15.4,11.6,79.8,59,901.3,905,896.8,1.2,3,1.3,16,10,2020,29.3436,102.6367,1098,汉源,四川省,雅安市,汉源县,
57318,14.1,16.7,12.7,95.3,75,977.7,979.9,974.3,1.8,4.3,7.9,16,10,2020,31.0553,106.5811,406.2,营山,四川省,南充市,营山县,
56284,16.1,21.4,13.2,82.8,42,965.7,968.9,962,1.2,7.8,0.3,16,10,2020,30.4433,103.4386,518.5,邛崃,四川省,成都市,邛崃市,
56288,16.4,21.9,13.6,78.5,45,968.1,971.4,964.6,0.8,3.7,999990,16,10,2020,30.5833,103.9167,494.6,双流,四川省,成都市,双流区,
56290,16.4,21.2,13.4,65,33,965.8,969,962.5,1.2,4.9,0,16,10,2020,30.7778,104.1803,514.5,新都,四川省,成都市,新都区,
56473,14.2,17.4,13,80.5,48,905.5,909.3,900.5,0.8,5.2,0.1,16,10,2020,28.95,102.7667,1060.3,甘洛,四川省,凉山彝族自治州,甘洛县,
56584,14,15.7,12.6,83,66,900.3,903.7,895,1.2,3.1,0.6,16,10,2020,27.7,103.25,1093,金阳,四川省,凉山彝族自治州,金阳县,
56666,18.9,25.5,14.6,79.3,53,879.9,882,874.5,2.5,8.1,10.2,16,10,2020,26.5761,101.72,1224.8,攀枝花,四川省,攀枝花市,攀枝花市,
56188,14.3,17.9,12.3,91.3,61,946.4,949.4,943.2,0.8,4.6,0.3,16,10,2020,30.9958,103.6736,689.1,都江堰,四川省,成都市,都江堰市,
56189,15.8,20.2,13.2,80.8,49,958.5,961.4,955.3,1.2,4.6,999990,16,10,2020,30.9833,103.9333,581.7,彭州,四川省,成都市,彭州市,
56187,15.7,20.8,13.1,81.5,46,962.2,965.4,959,0.9,4.4,999990,16,10,2020,30.7489,103.8611,547.7,温江气候观象台,四川省,成都市,温江区,
56097,10.2,13.6,8.5,79,47,866.2,868.7,863,0.9,5.2,7,16,10,2020,33.2606,104.2456,1440.5,九寨沟,四川省,阿坝藏族羌族自治州,九寨沟县,
56158,11,17.5,5.3,57.5,35,672.9,677,669,3.2,13.2,0.2,16,10,2020,31.3858,100.6636,3414.4001,炉霍,四川省,甘孜藏族自治州,炉霍县,
56181,15.7,21.1,13.2,84.3,43,962.9,966.2,959.5,1.3,4.4,999990,16,10,2020,30.6833,103.7,541.7,崇州,四川省,成都市,崇州市,
56196,16.6,22.3,13.7,60.5,34,965.2,968.3,961.9,1.6,6.7,999990,16,10,2020,31.45,104.7333,522.7,绵阳气象站,四川省,绵阳市,涪城区,
56493,15.1,17.2,14.1,88.5,65,991.5,995,987.7,1.3,6.8,2.5,16,10,2020,28.85,104.9667,292.8,南溪,四川省,宜宾市,南溪区,
56580,6.1,11,5.3,94.8,81,770.1,772.9,765.4,1.2,5.2,7.6,16,10,2020,27.7167,102.8,2460,布拖,四川省,凉山彝族自治州,布拖县,
57605,14.3,16,13.6,87.3,69,962.5,964.9,958.5,1.2,7,1,16,10,2020,28.0333,105.8167,537.7,古蔺,四川省,泸州市,古蔺县,
56387,14.7,17.6,12.8,83,61,952.9,956.6,948.2,0.8,4,0.4,16,10,2020,29.2281,103.2614,642.2,峨边,四川省,乐山市,峨边彝族自治县,
56485,11,12.4,10.2,86.5,74,885.4,888.5,881.1,1.2,6.4,999990,16,10,2020,28.2667,103.5833,1255.8,雷波,四川省,凉山彝族自治州,雷波县,
56565,13.4,17.9,10.2,80.3,61,754.7,756.5,752.4,3,9.8,1,16,10,2020,27.4378,101.4858,2516.8,盐源,四川省,凉山彝族自治州,盐源县,
57314,14.6,18.1,12.6,87.3,60,978.1,980.4,974.9,2.4,8.5,7.7,16,10,2020,31.3439,106.0653,405.7,南部,四川省,南充市,南部县,
57317,15.2,17.5,13.8,94.5,70,987,989.3,983.6,1.1,5,6.3,16,10,2020,31.0283,106.4117,324.9,蓬安国家基本气象站,四川省,南充市,蓬安县,
56146,12.4,20.2,7.2,53.3,31,674.6,678.7,670.6,1.6,6.2,0,16,10,2020,31.6167,100,3393.5,甘孜基准站,四川省,甘孜藏族自治州,甘孜县,
56171,3.7,7.1,1.8,77.3,54,689.2,691.6,686.6,1.2,5,2.2,16,10,2020,32.9,101.7,3275.1,阿坝,四川省,阿坝藏族羌族自治州,阿坝县,
56184,10.4,14.3,8.4,68.5,51,817.8,820.7,813.7,1.6,8.1,999990,16,10,2020,31.4364,103.1658,1896.7001,理县,四川省,阿坝藏族羌族自治州,理县,
56374,5.4,8.5,3.9,79,59,750,752.5,746.6,4.1,15.8,999990,16,10,2020,30.05,101.9667,2615.7,康定,四川省,甘孜藏族自治州,康定市,
57313,13.5,15.7,11.6,79.8,59,960.8,963.2,957.7,2.3,7.9,3.7,16,10,2020,31.8872,106.785,556.7,巴中,四川省,巴中市,巴州区,
57503,14.6,18.4,13.3,91.3,64,984.7,987.4,981,1.4,7.9,4.3,16,10,2020,29.6167,105.1167,349.7,东兴区,四川省,内江市,东兴区,
56199,16.6,22,13.6,65.8,36,972.1,975,968.8,2.3,8.3,999990,16,10,2020,31.0428,104.7058,459.6,中江,四川省,德阳市,中江县,
56478,11.5,14.2,9.3,70,54,823.6,826.8,817.8,2.7,13.5,2.2,16,10,2020,28.3,102.4333,1818.1,喜德,四川省,凉山彝族自治州,喜德县,
56491,14.6,17,13,88,68,970.5,974,966.7,3.5,14.6,2.9,16,10,2020,28.6922,104.5053,476.9,叙州,四川省,宜宾市,叙州区,
57416,14.7,15.6,13.3,94.5,88,978.8,981.4,975.5,1.5,7.3,6.4,16,10,2020,30.3333,106.9333,391.5,邻水,四川省,广安市,邻水县,
56186,15.9,20.7,13.4,74.8,38,957.4,960.6,954.3,1.5,4.2,999990,16,10,2020,31.3333,104.2,589,绵竹,四川省,德阳市,绵竹市,
56279,14,18.1,11.9,88,58,941.2,944.9,936.9,1.3,4,7,16,10,2020,30.1614,102.9425,744.1,芦山,四川省,雅安市,芦山县,
56172,11.3,13.8,8.6,60.5,46,739.1,742.9,732.9,1.7,7.2,0,16,10,2020,31.9,102.2333,2664.4001,马尔康,四川省,阿坝藏族羌族自治州,马尔康市,
56385,-1.2,0,-2.5,99.3,98,709.5,711.7,706.3,999999,8.2,14.9,16,10,2020,29.5214,103.3356,3069.9001,峨眉山气象站,四川省,乐山市,峨眉山市,
56675,15.3,20.3,12.6,72.3,62,833.4,836.4,828.8,1.9,10.5,0.5,16,10,2020,26.65,102.5833,1694.5,会东,四川省,凉山彝族自治州,会东县,
57237,13.8,16.2,12,66.5,48,948.1,950,945.3,4.1,13.2,1.7,16,10,2020,32.0667,108.0333,674,万源,四川省,达州市,万源市,
56388,16.5,20.6,13.6,73.8,43,976.8,980.6,973.2,0.9,6.5,0.4,16,10,2020,29.4069,103.8244,421,五通桥,四川省,乐山市,五通桥区,
56178,13.4,17.9,11.5,38.5,31,764.5,768.2,759.3,4.7,17.7,0,16,10,2020,30.9958,102.3561,2438,小金,四川省,阿坝藏族羌族自治州,小金县,
56298,15.3,20.1,12.8,82.5,46,977.2,979.7,973.7,2.5,8.9,3,16,10,2020,30.1333,104.6,417,资阳,四川省,资阳市,雁江区,
56395,15.7,19.4,13.8,80.5,55,984.9,987.7,981.1,1.2,6.2,0.4,16,10,2020,29.5167,104.6667,351.1,威远,四川省,内江市,威远县,
57217,14.1,19,12,83.5,52,967.7,970.6,964.7,1.9,5.4,1,16,10,2020,32.2217,106.2556,499.3,旺苍,四川省,广元市,旺苍县,
57304,16.5,22.5,13.3,57.5,32,965.5,968.4,962.1,2.6,10.7,999990,16,10,2020,31.6667,105.1667,516.5,梓潼,四川省,绵阳市,梓潼县,
57407,14.8,19.1,12.7,84.8,47,971.6,974.2,968.3,1.7,6.8,4.7,16,10,2020,30.2833,105.0333,462.6,乐至,四川省,资阳市,乐至县,
57507,14.3,15.8,13.3,95,85,980.5,983.2,976.8,2.3,8.1,3.9,16,10,2020,29.3311,105.2997,385.7,隆昌,四川省,内江市,隆昌市,
57604,13.8,14.3,13.4,98.5,92,982.6,985.4,978.8,1.5,7.2,7.1,16,10,2020,28.7872,105.3928,368.8,纳溪,四川省,泸州市,纳溪区,
56198,16.3,21.7,13.1,69.3,38,964.6,967.7,961.2,0.9,6.2,999990,16,10,2020,31.3167,104.5,525.7,德阳,四川省,德阳市,罗江区,
56393,15.1,18.5,13.2,89.5,63,982.6,985.2,979,1.7,7.1,4.4,16,10,2020,29.7667,104.85,369.4,资中,四川省,内江市,资中县,
56474,12.4,15.1,10.1,65.8,53,828.6,832,822.3,2.1,11.1,0.7,16,10,2020,28.55,102.1667,1774,冕宁,四川省,凉山彝族自治州,冕宁县,
56496,14.2,15.7,13.7,95,81,983.3,986.3,979.2,1.6,7,4,16,10,2020,28.3303,105.2589,367,兴文,四川省,宜宾市,兴文县,
57402,14.6,17.8,12.8,83.5,58,980.2,982.6,976.8,2,8.3,7.7,16,10,2020,30.7667,105.7,394.5,蓬溪,四川省,遂宁市,蓬溪县,
56193,12.7,15.7,11.3,85.5,65,924.4,926.7,920.3,0.3,3.4,999990,16,10,2020,32.4167,104.5167,893.2,平武县城,四川省,绵阳市,平武县,
56247,17.7,27.5,10.4,42,17,742.5,747,737.8,1.6,8.9,999990,16,10,2020,30,99.1,2589.2,巴塘,四川省,甘孜藏族自治州,巴塘县,
56251,11.7,23.6,3.7,62.5,22,696,700.4,691.5,1.4,6.4,0,16,10,2020,30.9333,100.3167,3000,新龙,四川省,甘孜藏族自治州,新龙县,
56296,16.5,21.5,13.1,69.8,31,968.1,971.3,964.7,2,8.9,999990,16,10,2020,30.8128,104.4253,493.5,金堂,四川省,成都市,金堂县,
56382,16.4,19.9,14.1,65.5,44,970.7,974.1,967,2.3,10.1,1.8,16,10,2020,29.7533,103.5522,475,夹江,四川省,乐山市,夹江县,
