区站号,平均气温,最高气温,最低气温,平均相对湿度,最小相对湿度,平均气压,最高本站气压,最低本站气压,平均2分钟风速,极大风速,20-20时降水量,日,月,年,纬度,经度,测站高度,站名,省名,地市名,区县名,Unnamed: 23
56285,12.4,18.6,8.8,80,44,951.6,953.3,949,1.1,6.6,0,5,3,2021,30.5639,103.4653,544.7,大邑国家基本气象站,四川省,成都市,大邑县,999999 未编报缺测
56443,6.9,14.2,-1.2,39.8,22,717.4,719.9,713.9,3.4,15.6,0,5,3,2021,28.9369,99.8031,2844.2,乡城,四川省,甘孜藏族自治州,乡城县,
56459,11.3,16,6.8,35.5,27,760.5,762.1,758.1,2.4,11.7,0,5,3,2021,27.9333,101.275,2426.5,木里,四川省,凉山彝族自治州,木里藏族自治县,
56475,10.1,17.4,4.4,65.3,36,830,832.7,825.9,1.5,8.5,0,5,3,2021,28.65,102.5167,1659.5,越西,四川省,凉山彝族自治州,越西县,
56494,14.8,20.5,11.2,65.8,40,969.7,971.5,966.5,2.4,7.1,0,5,3,2021,28.8394,104.3325,386.4,屏山,四川省,宜宾市,屏山县,
56575,19.8,23.9,16.5,24,19,841.9,843.6,839.3,4.2,16,0,5,3,2021,27.3731,102.5478,1530.7,普格,四川省,凉山彝族自治州,普格县,
56674,20,26.5,13.9,24.5,14,866.6,868.6,864,3.5,11.9,0,5,3,2021,26.4947,101.7492,1280.6,仁和国家气象观测站,四川省,攀枝花市,仁和区,
56190,11.8,17.8,8.8,80.3,46,954.6,956.5,952.5,1,4.9,0,5,3,2021,31.55,104.55,519.4,安州,四川省,绵阳市,安州区,
56194,12.2,17.2,9.7,75,50,945.9,947.7,943.9,1.4,8.2,0,5,3,2021,31.6333,104.45,597.2,北川,四川省,绵阳市,北川羌族自治县,
56272,12.7,17.8,9.5,74.5,45,950.1,951.7,947.8,1.2,5.1,0,5,3,2021,30.8167,103.8833,558.5,郫都,四川省,成都市,郫都区,
56498,13.3,18.7,10,76.5,48,951.7,953.5,948.4,1.3,5.5,0,5,3,2021,28.1542,104.5042,547,筠连,四川省,宜宾市,筠连县,
57216,10.8,14.3,9,74.8,59,947.9,949.1,946.1,1.1,3.4,0,5,3,2021,32.35,106.8333,579.3,南江,四川省,巴中市,南江县,
57413,11.8,15.1,9.8,78.5,59,979,980.5,977.2,1.4,4.1,0,5,3,2021,30.8564,106.9983,305.7,渠县,四川省,达州市,渠县,
56490,14.2,20.5,10.4,74.3,42,965.9,967.7,962.4,1.2,5,0,5,3,2021,28.9508,103.8983,424,沐川,四川省,乐山市,沐川县,
56671,15.1,21.4,7.5,36.5,20,817,818.9,814.7,2.2,13,0,5,3,2021,26.65,102.25,1787.3,会理,四川省,凉山彝族自治州,会理市,
57303,10.8,13.9,8,78,63,961.4,962.5,959.8,0.5,3.8,0,5,3,2021,31.7333,105.9167,459.9,苍溪,四川省,广元市,苍溪县,
57309,12.3,17.5,7.5,72,47,970.4,971.9,968.5,1.3,4.7,0,5,3,2021,30.9786,105.8819,378.4,西充,四川省,南充市,西充县,
57600,13.5,19.4,10.7,79.5,49,965.9,967.9,963.1,1.8,4.6,0,5,3,2021,28.7117,105.0603,421.1,江安,四川省,宜宾市,江安县,
56280,12.5,18.4,8.3,78.5,42,935.4,936.9,932.5,1.3,6,0,5,3,2021,30.0833,103.1167,691.3,名山,四川省,雅安市,名山区,
56371,11.2,16.4,8.8,51.5,31,854.4,856.6,850.4,2.1,9.1,0,5,3,2021,29.8878,102.2131,1403.2,泸定,四川省,甘孜藏族自治州,泸定县,
56487,7.8,17.2,2.5,65.3,31,802,804.4,796.8,2.2,7.6,0,5,3,2021,28.3333,103.1333,1943.9,美姑,四川省,凉山彝族自治州,美姑县,
56499,13.1,17.8,10.1,78.8,54,956.1,958,953.1,1.5,5.9,0,5,3,2021,28.4453,104.7128,508,珙县,四川省,宜宾市,珙县,
56569,16.7,25.7,10.1,36,18,855.7,857.7,853,2.8,12.4,0,5,3,2021,27.4167,102.1833,1380,德昌,四川省,凉山彝族自治州,德昌县,
57206,11,17.1,6.6,73.8,47,951.6,953.2,949.4,1.2,6.1,0,5,3,2021,32.4244,105.8997,545.4,广元,四川省,广元市,利州区,
57324,11.2,13.4,9.7,82.3,70,972.2,973.4,970.8,1,2.8,0,5,3,2021,31.5833,107.0833,364.2,平昌,四川省,巴中市,平昌县,
56144,4.4,11.9,-1.2,47.8,19,682.6,684.3,679.7,1.4,10.9,999990,5,3,2021,31.8033,98.5764,3224.6,德格基本气象站,四川省,甘孜藏族自治州,德格县,
57401,13.3,17.8,9.7,67.3,46,970.1,971.4,967.9,1.2,5.1,0,5,3,2021,30.8667,105.3667,383.3,射洪站,四川省,遂宁市,射洪市,
57415,12.3,16.4,10.1,74.8,53,971.1,972.7,969.5,1.1,4.8,0,5,3,2021,30.5219,106.6403,372.3,广安,四川省,广安市,广安区,
56380,13.4,19.5,8.7,74,45,948.8,950.5,945.8,1.4,5.1,0.2,5,3,2021,29.8764,103.3581,571.2,洪雅,四川省,眉山市,洪雅县,
56383,14,20.7,9.7,70,37,962,963.7,958.9,1.8,5.3,0,5,3,2021,29.8333,103.8667,455.2,青神国家气象观测站,四川省,眉山市,青神县,
56670,19,26.7,11.1,35.3,14,880.8,883.2,877.7,3,9.6,0,5,3,2021,26.9167,102.1167,1136.9,米易,四川省,攀枝花市,米易县,
57405,13.5,18.1,10.7,65.8,44,973.2,974.7,971.1,1.1,3.6,0,5,3,2021,30.5,105.55,355,遂宁国家基本气象站,四川省,遂宁市,船山区,
57608,11.3,14.5,9.6,88,68,951.8,953.6,949.4,1.7,3.8,0.9,5,3,2021,28.19,105.4064,548.4,叙永,四川省,泸州市,叙永县,
56374,2.5,9,0.1,77.8,46,739.8,741.3,736.9,3.3,14,0,5,3,2021,30.055,101.9606,2606.3,康定,四川省,甘孜藏族自治州,康定市,
57313,10.4,12.9,9.1,85.5,66,950.3,951.5,949.1,0.8,4,0.3,5,3,2021,31.8872,106.785,556.7,巴中,四川省,巴中市,巴州区,
57503,14.8,20.4,11.2,64.3,40,973.8,975.6,971.3,1.8,4.8,0,5,3,2021,29.6167,105.1167,349.7,东兴区,四川省,内江市,东兴区,
56186,12.7,18.5,9.1,72,40,946.7,948.3,944.4,1.4,5.3,0,5,3,2021,31.3333,104.2,589,绵竹,四川省,德阳市,绵竹市,
56298,14.4,19.1,10.6,62.8,44,966.6,968.2,963.9,2.5,8.9,0,5,3,2021,30.0683,104.6581,414.2,资阳,四川省,资阳市,雁江区,
56395,15.6,20.1,12.5,60,43,973.6,975.4,971.2,1.8,5.8,0,5,3,2021,29.5167,104.6667,351.1,威远,四川省,内江市,威远县,
56273,10.4,15.6,7.5,84.5,58,922.4,923.9,919.6,0.7,3.6,0.1,5,3,2021,30.2408,102.8386,814,宝兴,四川省,雅安市,宝兴县,
56291,13.4,18.6,9.8,71,41,960.5,962.1,958.2,1.4,4.9,0,5,3,2021,30.965,104.3058,468,广汉,四川省,德阳市,广汉市,
56578,21.2,28.1,16.6,26,15,882.1,884.6,879.2,1.6,10.2,0,5,3,2021,27.0667,102.75,993.6,宁南,四川省,凉山彝族自治州,宁南县,
56665,18.5,27.3,9.8,37.5,16,880.8,883.2,877.8,2.5,12.9,0,5,3,2021,26.6833,101.85,1140.3,盐边站,四川省,攀枝花市,盐边县,
57306,11.7,15.2,8.9,75.3,57,970.2,971.2,968.4,1.2,3.9,0,5,3,2021,31.5842,105.9775,382.6,阆中,四川省,南充市,阆中市,
57420,11.3,12.9,10.1,83,64,966,967.3,964.4,1.3,3.6,0,5,3,2021,30.7542,107.1864,418,大竹,四川省,达州市,大竹县,
56284,12.8,19.2,8.9,79.8,43,954.7,956.4,952,1,6.7,0,5,3,2021,30.4433,103.4386,518.5,邛崃,四川省,成都市,邛崃市,
56288,13.1,18,9.6,74.3,47,957.3,958.9,954.7,0.8,4.2,0,5,3,2021,30.5833,103.9167,494.6,双流,四川省,成都市,双流区,
56290,13,18.4,9.6,69.5,40,955.1,956.7,952.7,1.1,4.6,0,5,3,2021,30.7778,104.1803,514.5,新都,四川省,成都市,新都区,
56473,14.8,21.5,11.1,45.3,27,893.3,896.3,889,2.4,9.1,0,5,3,2021,28.95,102.7667,1060.3,甘洛,四川省,凉山彝族自治州,甘洛县,
56584,13.8,19,9.9,51,34,888.8,891.7,885,1.1,5.8,0,5,3,2021,27.7,103.25,1093,金阳,四川省,凉山彝族自治州,金阳县,
56666,19.5,26,13.2,30.8,15,872.2,874.4,869.5,1.9,15.1,0,5,3,2021,26.5761,101.72,1224.8,攀枝花,四川省,攀枝花市,攀枝花市,
56188,11.1,16.4,7.7,83.5,51,935.6,937.1,933.5,0.6,4.2,0,5,3,2021,30.9958,103.6736,689.1,都江堰,四川省,成都市,都江堰市,
56189,12.7,17.7,9.1,72,43,947.7,949.3,945.4,1.3,5.3,0,5,3,2021,30.9833,103.9333,581.7,彭州,四川省,成都市,彭州市,
56164,2.2,8.6,-1.1,74.8,34,677.7,678.9,674.7,0.7,13.6,6.2,5,3,2021,32.2742,100.9642,3292.9,壤塘,四川省,阿坝藏族羌族自治州,壤塘县,
56173,-1.6,4.2,-5.5,80.3,45,661.5,662.6,659.8,1.3,6.4,2.9,5,3,2021,32.7931,102.5497,3496.8,红原,四川省,阿坝藏族羌族自治州,红原县,
56182,2.7,8,-1.8,68,41,714.4,715.9,711.1,3,7.7,0.4,5,3,2021,32.6708,103.6033,2881.3,松潘,四川省,阿坝藏族羌族自治州,松潘县,
56197,12.8,17.8,9.2,75,43,952.7,954.3,950.5,1.2,4.9,0,5,3,2021,31.15,104.1667,535.7,什邡,四川省,德阳市,什邡市,
56297,14.6,19.9,11,66.5,44,964,965.7,961.3,2.5,7,0,5,3,2021,30.0425,104.1392,435.4,仁寿国家气象观测站,四川省,眉山市,仁寿县,
56097,9.4,13.3,5.6,60,43,854.7,856.1,852.2,1.8,6.6,0,5,3,2021,33.2606,104.2456,1440.5,九寨沟,四川省,阿坝藏族羌族自治州,九寨沟县,
56158,2.1,9.1,-1.7,76,25,667.5,668.8,663.8,2.4,19,0.1,5,3,2021,31.3858,100.6636,3414.4,炉霍,四川省,甘孜藏族自治州,炉霍县,
56181,12,17.4,8.5,79.5,47,952.1,953.7,949.7,1.1,5.2,0,5,3,2021,30.6833,103.7,541.7,崇州,四川省,成都市,崇州市,
56195,11.5,17,8.1,78,47,952.1,953.8,950,0.9,3.7,0,5,3,2021,31.8,104.7333,543.1,江油,四川省,绵阳市,江油市,
56276,13.3,18.3,10,74.8,46,960.5,962.1,957.9,1.1,5.2,0,5,3,2021,30.45,103.8167,467,新津,四川省,成都市,新津区,
56295,14.4,19.5,11.2,63.5,42,962.3,963.9,960.1,1.2,7.8,0,5,3,2021,30.3833,104.55,448.5,简阳,四川省,成都市,简阳市,
56376,13,18.8,9.9,52.8,33,889.4,891.7,885.9,2.9,10.1,0,5,3,2021,29.3436,102.6367,1098,汉源,四川省,雅安市,汉源县,
57318,11.6,14.2,8.9,73,55,967.3,968.7,966,1.6,4.3,0,5,3,2021,31.0553,106.5811,406.2,营山,四川省,南充市,营山县,
56187,12.4,17.1,8.6,74,45,951.4,952.9,949,0.8,4.8,0,5,3,2021,30.7489,103.8611,547.7,温江气候观象台,四川省,成都市,温江区,
56168,12.3,18,6.7,50.5,24,776,779.6,770.2,1.7,14.2,1.2,5,3,2021,31.475,102.0703,2174.8,金川,四川省,阿坝藏族羌族自治州,金川县,
57328,12.8,14.7,11.7,74.5,58,974.4,975.7,972.6,0.9,3,0,5,3,2021,31.2075,107.5067,344.9,达川,四川省,达州市,达川区,
57411,13.2,17.3,10.4,67.8,48,974.1,975.5,972.2,1.5,6.8,0,5,3,2021,30.7456,106.1319,347,高坪,四川省,南充市,高坪区,
57414,12.4,17.1,10.3,75.3,46,967.6,969.1,965.9,1.6,4.9,0,5,3,2021,30.5167,106.45,403.7,岳池,四川省,广安市,岳池县,
57417,13.8,18.1,11.9,66.3,44,977.7,979.3,975.8,0.9,3.7,0,5,3,2021,30.35,106.2833,315.9,武胜,四川省,广安市,武胜县,
57508,15.2,19.5,12.8,65.3,42,979.3,981.4,977,1.6,4.4,0,5,3,2021,29.16,105.3814,301,泸县,四川省,泸州市,泸县,
57603,14.4,18.9,11.9,78.5,53,981.8,983.8,979.3,1.3,4.4,0,5,3,2021,28.8111,105.8272,283.4,合江,四川省,泸州市,合江县,
56152,-2.9,2.2,-6.3,78.3,47,628.4,629.6,626.7,1.2,13.4,7.7,5,3,2021,32.275,100.3339,3898.7,色达,四川省,甘孜藏族自治州,色达县,
56167,6.2,15.5,-1.8,47,17,700.6,703.2,697.5,2.5,14.2,0,5,3,2021,30.9714,101.1186,3008.6,道孚,四川省,甘孜藏族自治州,道孚县,
56185,6.5,11.1,2.8,70,43,757.2,759.5,754.8,2,7.4,7.3,5,3,2021,32.08,102.98,2399.4,黑水,四川省,阿坝藏族羌族自治州,黑水县,
56592,14.6,20.1,11.5,70.3,40,971.2,973.2,967.5,1.2,7.2,0,5,3,2021,28.4406,104.5036,378.1,高县,四川省,宜宾市,高县,
56267,9,17.9,1.4,37.3,14,733.6,736.3,728.7,1.9,13.4,0,5,3,2021,30.0325,101.0189,2635.6,雅江,四川省,甘孜藏族自治州,雅江县,
56278,10.3,16.3,7.4,88.5,52,921.6,922.9,918.7,1.1,3.1,0.4,5,3,2021,30.0672,102.7769,818.7,天全,四川省,雅安市,天全县,
56286,13.3,17.8,9.8,70.3,46,956.1,957.7,953.7,1.4,5.6,0,5,3,2021,30.6136,104.2633,505.3,龙泉驿,四川省,成都市,龙泉驿区,
56357,1,7.9,-5.4,40.5,20,642,643.7,639.2,2.1,12.8,0,5,3,2021,29.0425,100.2983,3742.3,稻城,四川省,甘孜藏族自治州,稻城县,
56373,11.4,16.8,7.9,81.8,49,923.7,925.2,920.5,1,4,0.3,5,3,2021,29.7875,102.8444,797.5,荥经,四川省,雅安市,荥经县,
56479,5.6,16,2.5,71.8,28,790.8,793,786.6,2.7,8.7,0,5,3,2021,28,102.85,2132.4,昭觉,四川省,凉山彝族自治州,昭觉县,
56571,17.9,23.5,12.7,27.5,19,834.1,835.7,831.5,2.8,11.1,0,5,3,2021,27.9,102.2667,1590.9,西昌,四川省,凉山彝族自治州,西昌市,
57307,12.8,17,9.3,69.3,50,961.4,962.7,959.4,2.1,6.2,0,5,3,2021,31.0975,105.0772,459.9,三台,四川省,绵阳市,三台县,
57315,11,12.6,9.4,67.8,60,939,940.1,937.8,1.4,5.1,0,5,3,2021,31.5233,106.4025,655.7,仪陇,四川省,南充市,仪陇县,
57605,12.9,18,10.3,82.8,53,952.3,954.3,950.2,1.4,5.7,0.7,5,3,2021,28.0333,105.8167,537.7,古蔺,四川省,泸州市,古蔺县,
56196,12.5,16.1,10.1,70,49,954.4,956,952.6,1.1,4.6,0,5,3,2021,31.45,104.7333,522.7,绵阳气象站,四川省,绵阳市,涪城区,
56493,15.4,19.5,12.5,65.8,46,980.8,982.8,978,1.9,4.6,0,5,3,2021,28.8492,104.9725,292.8,南溪,四川省,宜宾市,南溪区,
56580,7.8,15.1,1,56.5,28,758.8,760.9,757,3.4,12.3,0,5,3,2021,27.7167,102.8,2460,布拖,四川省,凉山彝族自治州,布拖县,
56279,11.1,17,8.2,83.3,51,929.8,931.2,926.8,1.3,3.4,0,5,3,2021,30.1614,102.9425,744.1,芦山,四川省,雅安市,芦山县,
56172,6.5,13.7,1.5,74.3,38,730.4,732.6,727,1.7,10.7,6,5,3,2021,31.8989,102.2286,2686.8,马尔康,四川省,阿坝藏族羌族自治州,马尔康市,
56385,-2.7,1.5,-4.5,95.5,81,699.1,700.2,696.9,2.7,7,0.4,5,3,2021,29.5214,103.3356,3069.9,峨眉山气象站,四川省,乐山市,峨眉山市,
56675,17.4,22.1,15.1,25.8,19,825,827.2,822.6,1.8,12,0,5,3,2021,26.65,102.5833,1694.5,会东,四川省,凉山彝族自治州,会东县,
57237,11.6,16.1,9.2,67.5,47,937.1,938.2,935.1,1,4.2,0,5,3,2021,32.0667,108.0333,674,万源,四川省,达州市,万源市,
56388,14.8,21.3,10.6,66.5,37,965.9,967.6,962.6,1.7,8.2,0,5,3,2021,29.4069,103.8244,421,五通桥,四川省,乐山市,五通桥区,
56389,15.2,21.1,11.2,69.8,41,969.6,971.4,966.3,1.3,4.3,0,5,3,2021,29.2,103.95,387.6,犍为,四川省,乐山市,犍为县,
57329,12.2,15.3,11.1,78.3,59,960.4,961.5,958.6,0.7,3.7,0,5,3,2021,31.1,107.85,467.5,开江,四川省,达州市,开江县,
57408,14.1,18.8,10.6,63.8,43,969.9,971.6,967.7,2.5,4.5,0,5,3,2021,30.1103,105.3219,383.6,安岳,四川省,资阳市,安岳县,
56180,6.8,10.5,4.4,74,53,839.5,840.7,837.3,1.5,10.7,0.1,5,3,2021,31.6914,103.8533,1589.1,茂县,四川省,阿坝藏族羌族自治州,茂县,
56178,9.4,18.3,3.4,47.8,17,754.7,757.4,750.3,2.3,18.2,0,5,3,2021,30.9958,102.3561,2438,小金,四川省,阿坝藏族羌族自治州,小金县,
56199,12.8,16.9,10,71.3,51,961.3,962.7,959.3,1.9,5.2,0,5,3,2021,31.0428,104.7058,459.6,中江,四川省,德阳市,中江县,
56478,13.4,18.9,8,40.8,26,810.8,813.4,807.6,4.4,18.2,0,5,3,2021,28.3,102.4333,1818.1,喜德,四川省,凉山彝族自治州,喜德县,
56491,13.9,18.9,10.9,69.8,45,959.4,961.4,956.5,2.2,9.3,0,5,3,2021,28.6922,104.5053,476.9,叙州,四川省,宜宾市,叙州区,
57416,11.9,16.5,9.9,80,59,968.8,970.2,967.1,0.9,4.5,0,5,3,2021,30.3333,106.9333,391.5,邻水,四川省,广安市,邻水县,
56281,12.9,18.4,8.8,74.5,44,948,949.7,945.3,1.4,5.7,0,5,3,2021,30.2003,103.4892,578.4,蒲江,四川省,成都市,蒲江县,
56384,14.5,21,9.3,73.5,39,965.5,967.1,962.1,1.6,5.5,0.1,5,3,2021,29.595,103.5906,423.5,峨眉,四川省,乐山市,峨眉山市,
56399,15.3,20.3,12.3,65.3,42,978.8,980.9,976.3,1.5,4.3,0,5,3,2021,29.1833,104.9833,306.2,富顺,四川省,自贡市,富顺县,
56263,11.6,17.3,6,44.3,26,797.8,801.4,792.9,5.4,18.9,0,5,3,2021,30.8781,101.8808,1947.5,丹巴国家站,四川省,甘孜藏族自治州,丹巴县,
56378,15.4,19.6,12.3,48,35,911.2,914.1,907.4,1.4,8.3,0,5,3,2021,29.2333,102.35,890.7,石棉,四川省,雅安市,石棉县,
56390,14.7,20.5,10.7,68.8,41,967.5,969.2,964.4,1.6,4.8,0,5,3,2021,29.6667,104.0667,404.4,井研,四川省,乐山市,井研县,
56480,13.9,20,9.7,69.8,37,949.5,951.7,946.1,0.8,6.7,0,5,3,2021,28.8167,103.5333,564.1,马边,四川省,乐山市,马边彝族自治县,
57204,10.6,17.8,5.8,74.8,36,925.5,927.3,922.7,0.9,5.6,0,5,3,2021,32.5667,105.2167,782,青川,四川省,广元市,青川县,
57308,11.7,17.2,7.2,74,48,965.7,967.1,963.7,2.3,6.4,0,5,3,2021,31.2167,105.3833,421.3,盐亭,四川省,绵阳市,盐亭县,
57320,10.8,14.3,9.2,82.8,63,958.6,959.8,957.5,1.1,3.2,0.2,5,3,2021,31.9333,107.2167,482.4,通江,四川省,巴中市,通江县,
56387,14.1,19.8,9.9,62.3,40,940.8,942.8,937.2,1.4,7.6,0,5,3,2021,29.2281,103.2614,642.2,峨边,四川省,乐山市,峨边彝族自治县,
56485,10.4,15.6,7,64.5,44,874.4,876.3,871.3,1.8,6,0,5,3,2021,28.2667,103.5833,1255.8,雷波,四川省,凉山彝族自治州,雷波县,
56565,9.3,13.8,5.2,38.5,29,748.4,749.6,746.2,5,14.9,0,5,3,2021,27.4378,101.4858,2516.8,盐源,四川省,凉山彝族自治州,盐源县,
57314,12.1,17.3,8.7,72.5,51,967.3,968.5,965.6,1.4,5.1,0,5,3,2021,31.3439,106.0653,405.7,南部,四川省,南充市,南部县,
57317,12.1,16,9.1,73.5,54,966.4,967.7,964.9,1.4,5.3,0,5,3,2021,31.0222,106.3981,414,蓬安国家基本气象站,四川省,南充市,蓬安县,
56198,12.7,17.8,9.1,72.3,45,953.8,955.4,951.8,1.4,4.8,0,5,3,2021,31.3167,104.5,525.7,德阳,四川省,德阳市,罗江区,
56393,15.3,19.5,11.7,59.8,42,971.7,973.3,969.1,1.9,4.7,0,5,3,2021,29.7667,104.85,369.4,资中,四川省,内江市,资中县,
56474,13.7,18.7,7.2,40.5,27,816.1,818.7,812.8,4.2,11.2,0,5,3,2021,28.55,102.1667,1774,冕宁,四川省,凉山彝族自治州,冕宁县,
57507,14.6,19.5,11.6,64.3,41,969.7,971.6,967.4,1.4,4.4,0,5,3,2021,29.3311,105.2997,385.7,隆昌,四川省,内江市,隆昌市,
57604,14.2,17.6,11.4,71.8,50,971.8,973.7,969.2,1.9,6,999990,5,3,2021,28.7872,105.3928,368.8,纳溪,四川省,泸州市,纳溪区,
57217,10,15,6.4,81.3,60,957,958.4,955.3,1.6,5.1,0,5,3,2021,32.2217,106.2556,499.3,旺苍,四川省,广元市,旺苍县,
57304,10.1,15,7.8,84.5,61,955.1,956.3,953,0.9,3.5,0.1,5,3,2021,31.6667,105.1667,516.5,梓潼,四川省,绵阳市,梓潼县,
57407,13.8,18.7,11,65.5,44,961,962.5,958.5,1.2,4.9,0,5,3,2021,30.2833,105.0333,462.6,乐至,四川省,资阳市,乐至县,
56146,2.7,10.2,-0.4,70.3,22,670.1,671.4,666.3,2.2,15.8,0.4,5,3,2021,31.6192,99.9975,3383.4,甘孜基准站,四川省,甘孜藏族自治州,甘孜县,
56171,1.2,7.3,-2.1,75.5,36,679.8,681.2,677.2,1.8,8.4,2.2,5,3,2021,32.9022,101.7056,3279.1,阿坝,四川省,阿坝藏族羌族自治州,阿坝县,
56184,6.7,12.2,2.8,75.8,48,807.7,809.6,804.1,2,7.3,3,5,3,2021,31.4361,103.1658,1892,理县,四川省,阿坝藏族羌族自治州,理县,
56496,12.9,17.7,10.5,85.8,62,972.6,974.5,969.9,1,5,0.4,5,3,2021,28.3303,105.2589,367,兴文,四川省,宜宾市,兴文县,
57402,12.8,17.4,9.8,71.8,50,969.6,971,967.4,1.4,4.3,0,5,3,2021,30.7667,105.7,394.5,蓬溪,四川省,遂宁市,蓬溪县,
56193,11.3,17.9,7.6,68.5,38,913.1,915.1,910.1,0.8,3.1,0.2,5,3,2021,32.4167,104.5167,893.2,平武县城,四川省,绵阳市,平武县,
56247,10.7,17.7,3.7,30,14,738.2,741.3,733.5,1.5,12.7,0,5,3,2021,30.0028,99.1078,2580.6,巴塘,四川省,甘孜藏族自治州,巴塘县,
56251,5.6,14.1,-3.2,41.8,16,689.9,692.9,686.9,1.4,13.7,0,5,3,2021,30.9422,100.3089,3131.1,新龙,四川省,甘孜藏族自治州,新龙县,
56296,13,17.5,9.6,69.5,45,957.4,958.9,955.1,1.6,4.6,0,5,3,2021,30.8128,104.4253,493.5,金堂,四川省,成都市,金堂县,
56382,13.8,20.7,9.3,76,39,959.7,961.3,956.4,1.3,6.8,0.1,5,3,2021,29.7533,103.5522,475,夹江,四川省,乐山市,夹江县,
56441,10.5,17.8,3.9,34.5,19,756.5,759.6,752.8,1.8,9.5,0,5,3,2021,28.7136,99.2864,2411.5,得荣,四川省,甘孜藏族自治州,得荣县,
56038,-5.5,-0.9,-13.8,78.3,49,606.5,607.5,605.1,2,9.2,4.7,5,3,2021,32.9764,98.0969,4181.2,石渠,四川省,甘孜藏族自治州,石渠县,
56079,-1.4,2.6,-3.7,70.8,51,660.2,661.3,658.5,7.1,14.9,0.3,5,3,2021,33.5944,102.9556,3513.8,若尔盖,四川省,阿坝藏族羌族自治州,若尔盖县,
56147,6.2,14.3,-1.8,47.8,13,696.1,698.3,692.3,1.6,13.3,0,5,3,2021,31.2117,98.8258,3063.8,白玉,四川省,甘孜藏族自治州,白玉县,
56396,15.2,20,12,66,43,973.3,975.2,970.7,1.3,4.3,0,5,3,2021,29.3575,104.7661,352.6,自贡,四川省,自贡市,自流井区,
56462,5.8,15,-0.8,51.8,17,709.8,711.4,705.9,3,14.5,0,5,3,2021,29.0081,101.5008,2924.4,九龙,四川省,甘孜藏族自治州,九龙县,
56492,14.4,20.8,10.8,69.3,45,956.5,958.3,953.7,2.1,6.8,0,5,3,2021,28.7689,104.6053,502.8,宜宾,四川省,宜宾市,翠屏区,
56593,13.8,18.5,11.1,74.3,50,966.3,968.4,963.5,2.3,5.5,0,5,3,2021,28.595,104.9456,418,长宁,四川省,宜宾市,长宁县,
57326,11.5,13.6,10.5,84.8,64,969.3,970.4,967.4,0.8,2.3,0,5,3,2021,31.3667,107.7167,389.4,宣汉,四川省,达州市,宣汉县,
57403,14,19.4,11,65.8,42,973.5,975.2,971.1,1.1,5.5,0,5,3,2021,30.5925,105.2283,354,大英,四川省,遂宁市,大英县,
56183,9.1,13.1,6,70.3,46,861.7,862.9,858.6,2.1,10.5,1.7,5,3,2021,31.4956,103.6183,1370.1,汶川,四川省,阿坝藏族羌族自治州,汶川县,
56257,0.1,7.2,-4.7,48.5,21,624.6,626.1,622.3,2,8.9,0,5,3,2021,29.9944,100.2708,3950,理塘国家气象站,四川省,甘孜藏族自治州,理塘县,
56287,12.7,19.3,8.7,77.3,43,943.2,944.9,940,0.9,3.9,0.2,5,3,2021,29.9833,103,627.6,雅安,四川省,雅安市,雨城区,
56289,14.6,20,10.8,69.5,40,964.1,965.9,961.3,1,4.9,0,5,3,2021,30.2,103.8667,437,彭山,四川省,眉山市,彭山区,
56381,13.1,18.7,8.6,73.3,42,942.1,943.6,939.2,1.7,7.5,0,5,3,2021,30.0683,103.4922,630.2,丹棱,四川省,眉山市,丹棱县,
56386,14.9,21,10.4,71.3,36,965.6,967.2,962.3,1.1,5.3,0,5,3,2021,29.5647,103.7553,424.2,乐山,四川省,乐山市,市中区,
56391,13.9,19.8,9.6,68.5,40,958.8,960.4,955.9,1.7,5,0,5,3,2021,30.0581,103.8758,484,眉山,四川省,眉山市,东坡区,
56394,15.2,20,12.1,62.3,44,969.8,971.6,967.2,1.7,5.7,0,5,3,2021,29.45,104.4333,384.1,荣县国家站,四川省,自贡市,荣县,
57208,10.5,16.8,6.2,81.8,50,951.9,953.7,949.6,1,4.7,0.4,5,3,2021,32.2833,105.5167,544.5,剑阁,四川省,广元市,剑阁县,
56285,13.5,15.5,12.7,94.8,82,954.7,956.1,952.3,0.8,6.8,13.5,10,4,2021,30.5639,103.4653,544.7,大邑国家基本气象站,四川省,成都市,大邑县,
56443,12.5,21.8,3.7,34,14,720.8,723.5,717.2,3.3,18,0,10,4,2021,28.9369,99.8031,2844.2,乡城,四川省,甘孜藏族自治州,乡城县,
56459,17.5,24.9,10.7,26.8,13,762.8,765.2,759.8,3.2,15.5,0,10,4,2021,27.9333,101.275,2426.5,木里,四川省,凉山彝族自治州,木里藏族自治县,
56475,13.8,19.3,10.9,73.3,50,832.5,834.6,828.5,1.6,10.9,0,10,4,2021,28.65,102.5167,1659.5,越西,四川省,凉山彝族自治州,越西县,
56494,14.4,16.6,12.9,96.3,78,972.3,974.1,969.9,1.4,5.4,1.6,10,4,2021,28.8394,104.3325,386.4,屏山,四川省,宜宾市,屏山县,
56575,21.9,30.6,14.7,41.5,17,843.7,847.6,839.4,2.3,12.7,0,10,4,2021,27.3731,102.5478,1530.7,普格,四川省,凉山彝族自治州,普格县,
56674,26.2,33.7,19,26.5,12,866.9,870.4,863,2.8,15.7,0,10,4,2021,26.4947,101.7492,1280.6,仁和国家气象观测站,四川省,攀枝花市,仁和区,
